subdomain,parent_domain,http_status
0288.bpo.gov.mn,gov.mn,Connection timed out after 3000 milliseconds
103.ub.gov.mn,gov.mn,301
11-11.to.gov.mn,gov.mn,Failed to connect to 11-11.to.gov.mn port 443 after 1991 ms: Could not connect to server
3jargalhairhan.ub.gov.mn,gov.mn,Could not resolve host: 3jargalhairhan.ub.gov.mn
3tsuur.ub.gov.mn,gov.mn,301
401.cd.gov.mn,gov.mn,Operation timed out after 3001 milliseconds with 0 bytes received
403.cd.gov.mn,gov.mn,200
405.cd.gov.mn,gov.mn,200
407.cd.gov.mn,gov.mn,Operation timed out after 3000 milliseconds with 0 bytes received
411.cd.gov.mn,gov.mn,Could not resolve host: 411.cd.gov.mn
413.cd.gov.mn,gov.mn,Could not resolve host: 413.cd.gov.mn
415.cd.gov.mn,gov.mn,Operation timed out after 3000 milliseconds with 0 bytes received
419.cd.gov.mn,gov.mn,Could not resolve host: 419.cd.gov.mn
423.cd.gov.mn,gov.mn,Could not resolve host: 423.cd.gov.mn
425.cd.gov.mn,gov.mn,Could not resolve host: 425.cd.gov.mn
427.cd.gov.mn,gov.mn,Connection timed out after 3004 milliseconds
429.cd.gov.mn,gov.mn,Operation timed out after 3000 milliseconds with 0 bytes received
431.cd.gov.mn,gov.mn,Connection timed out after 3002 milliseconds
433.cd.gov.mn,gov.mn,Operation timed out after 3000 milliseconds with 0 bytes received
435.cd.gov.mn,gov.mn,Connection timed out after 3000 milliseconds
437.cd.gov.mn,gov.mn,Could not resolve host: 437.cd.gov.mn
439.cd.gov.mn,gov.mn,Operation timed out after 3000 milliseconds with 0 bytes received
441.cd.gov.mn,gov.mn,Connection timed out after 3003 milliseconds
457.cd.gov.mn,gov.mn,Could not resolve host: 457.cd.gov.mn
461.cd.gov.mn,gov.mn,Connection timed out after 3001 milliseconds
4khoroo.sbd.gov.mn,gov.mn,Connection timed out after 3002 milliseconds
achlahui.ub.gov.mn,gov.mn,Could not resolve host: achlahui.ub.gov.mn
admincourt.gov.mn,gov.mn,200
admincourt2.gov.mn,gov.mn,Operation timed out after 3003 milliseconds with 0 bytes received
afccp.gov.mn,gov.mn,SSL certificate problem: certificate has expired
airquality.ub.gov.mn,gov.mn,Could not resolve host: airquality.ub.gov.mn
akhmadiinkhotkhon-1.ub.gov.mn,gov.mn,200
alag-erdene.khs.gov.mn,gov.mn,200
aldarkhaan.zavkhan.gov.mn,gov.mn,Connection timed out after 3001 milliseconds
altaisum.kho.gov.mn,gov.mn,Connection timed out after 3001 milliseconds
altanbulag.gov.mn,gov.mn,200
altanbulag.se.gov.mn,gov.mn,Connection timed out after 3002 milliseconds
altanbulag.to.gov.mn,gov.mn,SSL: no alternative certificate subject name matches target hostname 'altanbulag.to.gov.mn'
amarjikh2.ub.gov.mn,gov.mn,200
amarjikh3.ub.gov.mn,gov.mn,Could not resolve host: amarjikh3.ub.gov.mn
amc.namem.gov.mn,gov.mn,Operation timed out after 3000 milliseconds with 0 bytes received
amgalan-itgelehui.ub.gov.mn,gov.mn,Connection timed out after 3003 milliseconds
amgalan-urkh.ub.gov.mn,gov.mn,Connection timed out after 3003 milliseconds
amgalan.ub.gov.mn,gov.mn,Connection timed out after 3000 milliseconds
ankara.mfa.gov.mn,gov.mn,Could not resolve host: ankara.mfa.gov.mn
api.tender.gov.mn,gov.mn,Could not resolve host: api.tender.gov.mn
aprd.ub.gov.mn,gov.mn,Operation timed out after 3001 milliseconds with 0 bytes received
ar.gov.mn,gov.mn,Connection timed out after 3001 milliseconds
ar.inspection.gov.mn,gov.mn,200
arbulag.khs.gov.mn,gov.mn,200
