hostname,score,sources,label,level
zasag.mn,10,un_desa;wikidata;wikidata;wikidata;wikidata,Government of Mongolia | UN/DESA national portal,central
supremecourt.mn,9,wikidata;wikidata,Supreme Court of Mongolia,central
flu.mn,4,wikidata,National Influenza Center,
frc.mn,4,wikidata,Financial Regulatory Commission of Mongolia,
imsm.mn,4,wikidata,"Institute of Medical Sciences, Mongolia",
m-election.mn,4,wikidata,General Election Commission of Mongolia,
mik.mn,4,wikidata,Mongolian Mortgage Corporation,
mn.usembassy.gov,4,wikidata,"Embassy of the United States, Ulaanbaatar",central
mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Ulaanbaatar",central
mongolbank.mn,4,wikidata,Bank of Mongolia,
nationallibrary.mn,4,wikidata,National Library of Mongolia,
nso.mn,4,wikidata,Mongolia National Statistical Committee,
riah.mn,4,wikidata,Research Institute of Animal Husbandry,
ulanbator.mfa.gov.hu,4,wikidata,Embassy of Hungary in Ulaanbaatar,central
unesco.mn,4,wikidata,Mongolian National Commission for UNESCO,
vnembassy-ulaanbaatar.mofa.gov.vn​,4,wikidata,"Embassy of Vietnam, Ulaanbaatar",central
cubadiplomatica.cu,3,wikidata,"Embassy of Cuba, Ulaanbaatar",central
darkhan.mid.ru,3,wikidata,General Consulate of Russia to Darkhan,
eeas.europa.eu,3,wikidata,Delegation of the European Union to Mongolia,
mfa.bg,3,wikidata,embassy of Bulgaria in Mongolia,central
mn.ambafrance.org,3,wikidata,"Embassy of France, Ulaanbaatar",central
mn.china-embassy.org,3,wikidata,"Embassy of the People's Republic of China, Ulaanbaatar",central
mongolia.mid.ru,3,wikidata,"Embassy of Russia, Ulaanbaatar",central
mzv.cz,3,wikidata,"Embassy of the Czech Republic, Ulaanbaatar",central
parliament.mn,3,wikidata;wikidata;wikidata,State Great Khural,central
roc-taiwan.org,3,wikidata,Taipei Trade and Economic Representative Office in Ulaanbaatar,
ulan-bator.diplo.de,3,wikidata,"Embassy of Germany, Ulaanbaatar",central
