hostname,score,sources,label,level,http_status,mx
gjk-ks.org,8,wikidata;wikidata,Constitutional Court of Kosovo | Commercial Court of Kosovo,central,200,20 mx-02-eu-central-1.prod.hydra.sophos.com.; 10 mx-01-eu-central-1.prod.hydra.sophos.com.
antitrafikimi.rks-gov.net,6,wikidata;wikidata,Prosecutorial Council of Kosovo | Basic Prosecution Office in Gjakova,,307,none
ih-rks.org,6,wikidata;wikidata,Institute of the History of Kosovo,,200,none
kosovopolice.com,6,wikidata;wikidata,Kosovo Police | Bomb Squad (IED/EOD) Kosovo,,301,0 kosovopolice-com.mail.protection.outlook.com.
kryeministri.rks-gov.net,6,wikidata;wikidata,Government of Kosovo,central,200,none
kuvendikosoves.org,6,wikidata;wikidata,Assembly of the Republic of Kosovo,central,403,1 _dc-mx.c6358a4f653e.kuvendikosoves.org.
masht.rks-gov.net,6,wikidata;wikidata,"Ministry of Education, Science and Technology",central,307,none
md.rks-gov.net,6,wikidata;wikidata,Ministry of Justice,,200,none
me.rks-gov.net,6,wikidata;wikidata,Ministry of Economy,,HttpTimeoutException: request timed out,none
mfa-ks.net,6,wikidata;wikidata,Ministry of Foreign Affairs and Diaspora of the Republic of Kosovo,central,200,0 mfaks-net0i.mail.protection.outlook.com.
mint.rks-gov.net,6,wikidata;wikidata,"Ministry of Industry, Entrepreneurship, and Trade of Kosovo",central,307,none
mkrs-ks.org,6,wikidata;wikidata,"Ministry of Culture, Youth and Sport of Kosovo",central,403,5 alt2.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 1 aspmx.l.google.com.
mmphi.rks-gov.net,6,wikidata;wikidata,Ministry of Environment and Spatial Planning and Infrastructure of Kosovo,,200,none
mod.rks-gov.net,6,wikidata;wikidata,Ministry of Defence of Kosovo,,200,none
mpb.rks-gov.net,6,wikidata;wikidata,Ministry of Internal Affairs of Kosovo,central,200,none
mpms.rks-gov.net,6,wikidata;wikidata,Ministry of Labour and Social Welfare of Kosovo,,ConnectException,none
msh.rks-gov.net,6,wikidata;wikidata,Ministry of Health of Kosovo,,HttpTimeoutException: request timed out,none
president-ksgov.net,6,wikidata;wikidata;wikidata,Presidency of the Republic of Kosovo | National Council for European Integration,,200,20 mx-02-eu-central-1.prod.hydra.sophos.com.; 10 mx-01-eu-central-1.prod.hydra.sophos.com.
supreme.gjyqesori-rks.org,5,wikidata,Supreme court of Kosovo,central,403,none
kia.gov,4,wikidata,Kosovo Intelligence Agency,,ConnectException,none
