hostname,score,sources,label,level
gjk-ks.org,8,wikidata;wikidata,Constitutional Court of Kosovo | Commercial Court of Kosovo,central
antitrafikimi.rks-gov.net,6,wikidata;wikidata,Prosecutorial Council of Kosovo | Basic Prosecution Office in Gjakova,
ih-rks.org,6,wikidata;wikidata,Institute of the History of Kosovo,
kosovopolice.com,6,wikidata;wikidata,Kosovo Police | Bomb Squad (IED/EOD) Kosovo,
kryeministri.rks-gov.net,6,wikidata;wikidata,Government of Kosovo,central
kuvendikosoves.org,6,wikidata;wikidata,Assembly of the Republic of Kosovo,central
masht.rks-gov.net,6,wikidata;wikidata,"Ministry of Education, Science and Technology",central
md.rks-gov.net,6,wikidata;wikidata,Ministry of Justice,
me.rks-gov.net,6,wikidata;wikidata,Ministry of Economy,
mfa-ks.net,6,wikidata;wikidata,Ministry of Foreign Affairs and Diaspora of the Republic of Kosovo,central
mint.rks-gov.net,6,wikidata;wikidata,"Ministry of Industry, Entrepreneurship, and Trade of Kosovo",central
mkrs-ks.org,6,wikidata;wikidata,"Ministry of Culture, Youth and Sport of Kosovo",central
mmphi.rks-gov.net,6,wikidata;wikidata,Ministry of Environment and Spatial Planning and Infrastructure of Kosovo,
mod.rks-gov.net,6,wikidata;wikidata,Ministry of Defence of Kosovo,
mpb.rks-gov.net,6,wikidata;wikidata,Ministry of Internal Affairs of Kosovo,central
mpms.rks-gov.net,6,wikidata;wikidata,Ministry of Labour and Social Welfare of Kosovo,
msh.rks-gov.net,6,wikidata;wikidata,Ministry of Health of Kosovo,
president-ksgov.net,6,wikidata;wikidata;wikidata,Presidency of the Republic of Kosovo | National Council for European Integration,
supreme.gjyqesori-rks.org,5,wikidata,Supreme court of Kosovo,central
kia.gov,4,wikidata,Kosovo Intelligence Agency,
xk.usembassy.gov,4,wikidata,embassy of the United States in Kosovo,central
aip.rks-gov.net,3,wikidata,Information and Privacy Agency (Kosovo),central
ak.rks-gov.net,3,wikidata,Kosovo Competition Authority,central
akk-ks.org,3,wikidata,Anti-Corruption Agency (Kosovo),central
ammk-rks.net,3,wikidata,Kosovo Environmental Protection Agency,central
apeli.gjyqesori-rks.org,3,wikidata,Court of Appeals,central
apkrks.net,3,wikidata,Kosovo Forestry Agency,
arbk.rks-gov.net,3,wikidata,Business Registration Agency of Kosovo,
arh-ks.org,3,wikidata,Railway Regulatory Authority (Kosovo),central
arkep-rks.org,3,wikidata,Electronic Communications and Postal Regulatory Authority (Kosovo),central
arru-rks.org,3,wikidata,Water Services Regulatory Authority (Kosovo),central
ashak.rks-gov.net,3,wikidata,State Agency of Kosovo Archives,
ashna-ks.org,3,wikidata,Air Navigation Services Agency (Kosovo),
ask.rks-gov.net,3,wikidata,Kosovo Agency of Statistics,
atk-ks.org,3,wikidata,Tax Administration of Kosovo,
biblioteka-ks.org,3,wikidata,National Library of Kosovo,
bqk-kos.org,3,wikidata,Central Bank of Kosovo,
caa-ks.org,3,wikidata,Civil Aviation Authority of Kosovo,central
devex.com,3,wikidata,Kosovo Agency for Professional Training and Adult Education,
e-regjistrimi.rks-gov.net,3,wikidata,Business Registration Agency of Kosovo,
eeas.europa.eu,3,wikidata,EU Office in Kosovo,
ero-ks.org,3,wikidata,Energy Regulatory Office,
eulex-kosovo.eu,3,wikidata,Basic Prosecution Office in Gjilan,
finlandabroad.fi,3,wikidata,embassy of Finland in Kosovo,central
fiu.rks-gov.net,3,wikidata,Financial Intelligence Unit (FIU) of Kosovo,
hiddengemsofprishtina.com,3,wikidata,Institute for the Protection of Cultural Monuments of Kosovo,
ikap.rks-gov.net,3,wikidata,Kosovo Institute for Public Administration,
ip.rks-gov.net,3,wikidata,Labour Inspectorate of Kosovo,
kiesa.rks-gov.net,3,wikidata,Investment and Enterprise Support Agency of Kosovo,
kipa.rks-gov.net,3,wikidata,Industrial Property Agency of Kosovo,
komerciale.gjyqesori-rks.org,3,wikidata,Commercial Court of Kosovo,
kosovo-mining.org,3,wikidata,Independent Commission for Mines and Minerals (Kosovo),central
kosovo.ambafrance.org,3,wikidata,"Embassy of France, Prishtina",central
kpm-ks.org,3,wikidata,Kosovo Independent Media Commission,central
kpmshc.rks-gov.net,3,wikidata,Independent Oversight Board for Civil Service of Kosovo,central
kqz-ks.org,3,wikidata,Central Election Commission (Kosovo),central
krpp.rks-gov.net,3,wikidata,Public Procurement Regulatory Commission (Kosovo),central
kta-kosovo.org,3,wikidata,Kosovo Trust Agency,
mfa.bg,3,wikidata,embassy of Bulgaria in Kosovo,central
msh-ks.org,3,wikidata,National Institute of Public Health of Kosova,
mzv.cz,3,wikidata,embassy of the Czech republic in Kosovo,central
niph-rks.org,3,wikidata,National Institute of Public Health of Kosova,
norway.no,3,wikidata,Embassy of Norway in Kosovo,central
opennessindex.actionsee.org,3,wikidata,State Prosecutor's Office of Kosovo,
pak-ks.org,3,wikidata,Privatisation Agency of Kosovo,
pristina.diplo.de,3,wikidata,"Embassy of Germany, Pristina",central
pristina.mae.lu,3,wikidata,embassy of Luxembourg in Kosovo,central
pristina.veleposlanistvo.si,3,wikidata,embassy of Slovenia in Kosovo,central
pzap.rks-gov.net,3,wikidata,Appeals and Submissions Panel,central
rks-gov.net,3,wikidata,Government of Kosovo,
swedenabroad.se,3,wikidata,"Embassy of Sweden, Prishtina",central
ferizaj.gjyqesori-rks.org,1,wikidata;wikidata;wikidata,"Basic Court Ferizaj, Shtërpcë Branch | Basic Court Ferizaj, Kaçanik Branch | Basic Court Ferizaj",
gjakove.gjyqesori-rks.org,1,wikidata;wikidata;wikidata,"Basic Court Gjakovë | Basic Court Gjakovë, Rahovec Branch | Basic Court Gjakovë, Malishevë Branch",
