hostname,score,sources,label,level
iiv.uz,7,wikidata;wikidata,Ministry of Internal Affairs,central
joqargikenes.uz,7,wikidata;wikidata,Supreme Council of Karakalpakstan,
mc.uz,7,wikidata;wikidata,Ministry of Construction of the Republic of Uzbekistan,central
mdo.uz,7,wikidata;wikidata,Ministry of Preschool Education of the Republic of Uzbekistan,central
mehnat.uz,7,wikidata;wikidata,Ministry of Labor and Social Protection of Population,central
mfa.uz,7,wikidata;wikidata,Ministry of Foreign Affairs of Uzbekistan,central
minjust.uz,7,wikidata;wikidata,Ministry of Justice,central
minzdrav.uz,7,wikidata;wikidata,Ministry of Public Health of Uzbekistan,central
motas.uz,7,wikidata;wikidata,Ministry of Tourism and Cultural Heritage,central
mudofaa.uz,7,wikidata;wikidata,Ministry of Defense,central
uzedu.uz,7,wikidata;wikidata,Ministry of Preschool an School Education of the Republic of Uzbekistan,central
sud.uz,6,wikidata,Supreme Court of Uzbekistan,central
cbu.uz,4,wikidata,Central Bank of Uzbekistan,
davaktiv.uz,4,wikidata,State Assets Management Agency,
hydroengeo.uz,4,wikidata,Institute of Hydrogeology and Engineering Geology,
ich.uz,4,wikidata,National Commission of the Republic of Uzbekistan for UNESCO,
indembassy.uz,4,wikidata,"Embassy of India, Tashkent",central
ingeo.uz,4,wikidata,Institute of Geology and Geophysics named after Kh.M. Abdullaev,
kti.iiv.uz,4,wikidata,Research Institute of Criminology of the Republic of Uzbekistan,
meteo.uz,4,wikidata,Centre of Hydrometeorological Service,
mininnovation.uz,4,wikidata,Ministry of Innovative Development of the Republic of Uzbekistan,
mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Tashkent",central
napp.uz,4,wikidata,National Agency of Perspective Projects,central
natlib.uz,4,wikidata,National Library of Uzbekistan,
nim.uz,4,wikidata,Uzbek National Institute of Metrology,
research-center.uz,4,wikidata,Center for Research of Problems in Privatization and State Assets Management,
stat.uz,4,wikidata,UZSTAT,central
ugriti.uz,4,wikidata,Research Institute of Plant Genetic Resources,
uz.usembassy.gov,4,wikidata,embassy of the United States in Uzbekistan,central
uza.uz,4,wikidata,Uzbekistan National News Agency,
uzpharm-control.uz,4,wikidata,"State Institution ""Center for Pharmaceutical Products Safety"" under the Ministry of Health of the Republic of Uzbekistan",
eeas.europa.eu,3,wikidata,Delegation of the European Union to Uzbekistan,
mfa.bg,3,wikidata,embassy of Bulgaria in Uzbekistan,central
mzv.cz,3,wikidata,embassy of the Czech republic in Uzbekistan,central
mzv.sk,3,wikidata,embassy of Slovakia in Uzbekistan,central
taschkent.diplo.de,3,wikidata,"Embassy of Germany, Tashkent",central
taskent.mae.ro,3,wikidata,embassy of Romania in Uzbekistan,central
uz.ambafrance.org,3,wikidata,"Embassy of France, Tashkent",central
uzbekistan.mid.ru,3,wikidata,embassy of Russia in Uzbekistan,central
