subdomain,parent_domain,http_status
access.lsb.gov.la,gov.la,"Could not resolve host: access.lsb.gov.la"
accounting.nssf.gov.la,gov.la,"Resolving timed out after 3000 milliseconds"
amlio.gov.la,gov.la,"200"
apps.lsc.gov.la,gov.la,"Connection timed out after 3002 milliseconds"
asean2016.gov.la,gov.la,"Resolving timed out after 3000 milliseconds"
at.psc.gov.la,gov.la,"Resolving timed out after 3000 milliseconds"
attapeu.gov.la,gov.la,"Could not resolve host: attapeu.gov.la"
autodiscover.edsr.gov.la,gov.la,"Could not resolve host: autodiscover.edsr.gov.la"
autodiscover.investlaos.gov.la,gov.la,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.investlaos.gov.la'"
autodiscover.jed.gov.la,gov.la,"Could not resolve host: autodiscover.jed.gov.la"
autodiscover.laos-lsmp.gov.la,gov.la,"Could not resolve host: autodiscover.laos-lsmp.gov.la"
autodiscover.moh-usi.gov.la,gov.la,"Resolving timed out after 3001 milliseconds"
autodiscover.moic.gov.la,gov.la,"Resolving timed out after 3000 milliseconds"
autodiscover.peoplesupremecourt.gov.la,gov.la,"Could not resolve host: autodiscover.peoplesupremecourt.gov.la"
autodiscover.sdms.gov.la,gov.la,"Could not resolve host: autodiscover.sdms.gov.la"
autodiscover.ssolao.gov.la,gov.la,"Resolving timed out after 3000 milliseconds"
bfdi.gov.la,gov.la,"Resolving timed out after 3000 milliseconds"
bl.psc.gov.la,gov.la,"Could not resolve host: bl.psc.gov.la"
bokeo.gov.la,gov.la,"Could not resolve host: bokeo.gov.la"
bol.gov.la,gov.la,"Resolving timed out after 3000 milliseconds"
ch.psc.gov.la,gov.la,"Resolving timed out after 3000 milliseconds"
champasack.gov.la,gov.la,"Could not resolve host: champasack.gov.la"
champasakdict.gov.la,gov.la,"Resolving timed out after 3000 milliseconds"
champasakradio.gov.la,gov.la,"Could not resolve host: champasakradio.gov.la"
chanthabouly.gov.la,gov.la,"Could not resolve host: chanthabouly.gov.la"
cmrlao.gov.la,gov.la,"Could not resolve host: cmrlao.gov.la"
court1odx.gov.la,gov.la,"Could not resolve host: court1odx.gov.la"
court1odx.gov.la.court1odx.gov.la,gov.la,"Resolving timed out after 3001 milliseconds"
cpanel.dip.gov.la,gov.la,"200"
cpanel.dpc.gov.la,gov.la,"Resolving timed out after 3000 milliseconds"
cpanel.edsr.gov.la,gov.la,"Could not resolve host: cpanel.edsr.gov.la"
cpanel.investlaos.gov.la,gov.la,"Could not resolve host: cpanel.investlaos.gov.la"
cpanel.jed.gov.la,gov.la,"Resolving timed out after 3000 milliseconds"
cpanel.laos-lsmp.gov.la,gov.la,"Resolving timed out after 3000 milliseconds"
cpanel.laotradeportal.gov.la,gov.la,"Resolving timed out after 3000 milliseconds"
cpanel.moh-usi.gov.la,gov.la,"Could not resolve host: cpanel.moh-usi.gov.la"
cpanel.moic.gov.la,gov.la,"Could not resolve host: cpanel.moic.gov.la"
cpanel.ncbd.gov.la,gov.la,"Resolving timed out after 3000 milliseconds"
cpanel.nier.gov.la,gov.la,"Could not resolve host: cpanel.nier.gov.la"
cpanel.nioph.gov.la,gov.la,"Resolving timed out after 3000 milliseconds"
cpanel.nt2wmpa.gov.la,gov.la,"Resolving timed out after 3000 milliseconds"
cpanel.peoplesupremecourt.gov.la,gov.la,"Could not resolve host: cpanel.peoplesupremecourt.gov.la"
cpanel.phcsaya-lpb.gov.la,gov.la,"Resolving timed out after 3000 milliseconds"
