subdomain,http_status,mx
akstur.althingi.is,302,
al-ems-server-01.althingi.is,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
althingi.is,301,0 althingi-is.mail.protection.outlook.com.
askur.althingi.is,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
autodiscover.umb.althingi.is,ConnectException > UnresolvedAddressException,
av.althingi.is,ConnectException > UnresolvedAddressException,
beta.althingi.is,301,
bigbluebutton.althingi.is,ConnectException > UnresolvedAddressException,
disco.althingi.is,ConnectException > UnresolvedAddressException,
ff01.althingi.is,ConnectException > UnresolvedAddressException,
fjarfundur.althingi.is,ConnectException > UnresolvedAddressException,
fjarfundur02.althingi.is,ConnectException > UnresolvedAddressException,
fjarfundur03.althingi.is,ConnectException > UnresolvedAddressException,
frigg.althingi.is,ConnectException > UnresolvedAddressException,
frosti.althingi.is,ConnectException > UnresolvedAddressException,
fsa.althingi.is,200,
fundur.althingi.is,ConnectException > UnresolvedAddressException,
innri.althingi.is,401,
lyncdiscover.althingi.is,ConnectException > UnresolvedAddressException,
meet.althingi.is,ConnectException > UnresolvedAddressException,
netbox.althingi.is,ConnectException > UnresolvedAddressException,
omd-monitor.althingi.is,ConnectException > UnresolvedAddressException,
rna.althingi.is,200,
sic.althingi.is,302,
sip.althingi.is,ConnectException > UnresolvedAddressException,
skypepool.althingi.is,ConnectException > UnresolvedAddressException,
sysmon-1.althingi.is,ConnectException > UnresolvedAddressException,
umb.althingi.is,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
utsending.althingi.is,ConnectException > UnresolvedAddressException,
virvir.althingi.is,ConnectException > UnresolvedAddressException,
vod.althingi.is,200,
webconf.althingi.is,ConnectException > UnresolvedAddressException,
www.althingi.is,200,none
www.frosti.althingi.is,ConnectException > UnresolvedAddressException,
www3.althingi.is,ConnectException > UnresolvedAddressException,
