field,text
country_name,"Principality of Andorra"
government_type,"parliamentary democracy (since March 1993) that retains its chiefs of state in the form of a co-principality; the two princes are the President of France and Bishop of Seu d'Urgell, Spain"
capital,"Andorra la Vella"
chief_of_state,"Co-prince Emmanuel MACRON (since 14 May 2017); represented by Patrick STROZDA (since 14 May 2017); and Co-prince Archbishop Joan-Enric VIVES i Sicilia (since 12 May 2003); represented by Eduard Ibanez PULIDO (since 27 November 2023)"
head_of_government,"Prime Minister Xavier Espot ZAMORA (since 16 May 2019)"
judicial_highest_courts,"Supreme Court of Justice of Andorra or Tribunal Superior de la Justicia d'Andorra (consists of the court president and 8 judges organized into civil, criminal, and administrative chambers); Constitutional Court or Tribunal Constitucional (consists of 4 magistrates)"
constitution_history,"drafted 1991, approved by referendum 14 March 1993, effective 28 April 1993"
