subdomain,mx
a-feeds.government.nl,none
a-magazines.government.nl,none
a-magazinesintern.government.nl,none
a-newsletter.government.nl,none
a-opendata.government.nl,none
a-www.government.nl,none
acc.quarantinedeclaration.government.nl,none
coronadashboard.government.nl,0 .
feeds.government.nl,none
government.nl,0 .
magazines.government.nl,none
magazinesintern.government.nl,none
newsletter.government.nl,none
opendata.government.nl,none
quarantinedeclaration.government.nl,none
sdg.government.nl,0 .
staging.coronadashboard.government.nl,none
static.government.nl,none
subscribe.government.nl,none
test.coronadashboard.government.nl,none
www.coronadashboard.government.nl,none
www.government.nl,0 .
www.magazines.government.nl,none
www.sdg.government.nl,none
www.subscribe.government.nl,none
