subdomain,mx
7726.govt.nz,none
a.tiles.data.linz.govt.nz,none
abs.parliament.govt.nz,none
ac.waikatoregion.govt.nz,10 mail.waikatoregion.govt.nz.; 5 waikatoregion-govt-nz.mail.protection.outlook.com.
access.aucklandtransport.govt.nz,none
access.doc.govt.nz,none
access.hcc.govt.nz,none
access.mpi.govt.nz,none
access.msi.govt.nz,none
access.nmhs.govt.nz,none
access.npdc.govt.nz,none
access.pcc.govt.nz,none
access.rdc.govt.nz,none
accounts.data.linz.govt.nz,none
accsg.aucklandcity.govt.nz,none
acoustics.nzta.govt.nz,none
activesync.ccc.govt.nz,none
activesync.hcc.govt.nz,none
activesync.lb.hcc.govt.nz,none
actpt.nzta.govt.nz,none
actrc.nzta.govt.nz,none
actrg.nzta.govt.nz,none
actst.nzta.govt.nz,none
ad.dol.govt.nz,none
adc-mailbx1.tec.govt.nz,none
adc-mailsvc1.tec.govt.nz,none
adc.govt.nz,10 au-smtp-inbound-1.mimecast.com.; 10 au-smtp-inbound-2.mimecast.com.
adfs.maritimenz.govt.nz,none
adhb.govt.nz,0 adhb-govt-nz.mail.protection.outlook.com.
admin-console-dev.mobility.msd.govt.nz,none
admin-console.mobility.msd.govt.nz,none
admin.fuelsaver.govt.nz,none
admin.jobs.minedu.govt.nz,none
admin.police.govt.nz,none
admin.safednz.govt.nz,none
admin.treaties.mfat.govt.nz,none
admin.waikato.health.govt.nz,none
af.greydc.govt.nz,none
aftermail.boh.tepapa.govt.nz,none
agency.fleetsafety.govt.nz,none
agent.nzta.govt.nz,none
agentvpn.nzta.govt.nz,none
aid.govt.nz,15 smtpwln.aid.govt.nz.
air.nzta.govt.nz,none
airwatch.nzte.govt.nz,none
aki2k123.med.govt.nz,none
aklarchive.nzte.govt.nz,none
aklcasarray.corp.nzte.govt.nz,none
aklcitrix.nzte.govt.nz,none
akldrcas01.dia.govt.nz,none
aklexch10a.cfh.govt.nz,none
aklnet.customs.govt.nz,none
aklowa02.corp.nzte.govt.nz,none
amateurcharter.fish.govt.nz,none
animalshelters.aucklandcouncil.govt.nz,none
anosrvr4.avsec.govt.nz,none
anywhere.pcc.govt.nz,none
api.business.govt.nz,none
app.eur.govt.nz,none
applications.huttcity.govt.nz,none
apps.linz.govt.nz,none
apps.wcc.govt.nz,none
arc.govt.nz,none
art.msd.govt.nz,none
as.cwa.emis.govt.nz,none
as.identity.i.govt.nz,none
asdonline.oag.govt.nz,none
asdonlinetest.oag.govt.nz,none
assessment.webstandards.govt.nz,none
assessments.nabersnz.govt.nz,none
assessors.dbh.govt.nz,none
assesstool-uat.tec.govt.nz,none
assetdb.cera.govt.nz,none
assets.waipadc.govt.nz,none
assetsb2b.ccc.govt.nz,none
at.govt.nz,none
attendance.minedu.govt.nz,none
auckland.govt.nz,none
aucklandcouncil.govt.nz,none
aucklandtransport.govt.nz,none
auth.cms.viki.govt.nz,none
auth.gateway.cyf.govt.nz,none
auth.huttcity.govt.nz,none
auth.identity.education.govt.nz,none
auth.nzte.govt.nz,none
auth.services.workandincome.govt.nz,none
auth.studylink.govt.nz,none
auth2.gateway.cyf.govt.nz,none
authoring.web.nzte.govt.nz,none
authx.education.govt.nz,none
autodiscover.ad.dol.govt.nz,none
autodiscover.ad.egs.govt.nz,none
autodiscover.ad.parliament.govt.nz,none
autodiscover.adhb.govt.nz,none
autodiscover.ama.nzta.govt.nz,none
autodiscover.arc.govt.nz,none
autodiscover.archives.govt.nz,none
autodiscover.aucklandcouncil.govt.nz,none
autodiscover.avsec.govt.nz,none
autodiscover.bopdhb.govt.nz,none
autodiscover.boprc.govt.nz,none
autodiscover.caa.govt.nz,none
autodiscover.callaghaninnovation.govt.nz,none
autodiscover.careers.govt.nz,none
autodiscover.ccc.govt.nz,none
autodiscover.cfh.govt.nz,none
autodiscover.charities.govt.nz,none
autodiscover.corp.nzte.govt.nz,none
autodiscover.crownlaw.govt.nz,none
