field,text
country_name,"Kingdom of Norway"
government_type,"parliamentary constitutional monarchy"
capital,"Oslo"
chief_of_state,"King HARALD V (since 17 January 1991)"
head_of_government,"Prime Minister Jonas Gahr STORE (since 14 October 2021)"
judicial_highest_courts,"Supreme Court or Hoyesterett (consists of the chief justice and 18 associate justices)"
constitution_history,"drafted spring 1814, adopted 16 May 1814, signed by Constituent Assembly 17 May 1814"
