subdomain,http_status
ab.gov.kn,"307"
acc.traffic.gov.kn,"200"
admin.aspire.gov.kn,"200"
admin.futures.dev.gov.kn,"200"
agotest.gov.kn,"Failed to connect to agotest.gov.kn port 443 after 102 ms: Could not connect to server"
agriculture.gov.kn,"307"
agriculturecensus.gov.kn,"302"
agrostore.gov.kn,"Could not resolve host: agrostore.gov.kn"
amis.gov.kn,"Could not resolve host: amis.gov.kn"
api.gov.kn,"405"
aspire.gov.kn,"200"
backtoschool.gov.kn,"200"
census.gov.kn,"302"
ciims.gov.kn,"Could not resolve host: ciims.gov.kn"
citizenconnect.gov.kn,"Could not resolve host: citizenconnect.gov.kn"
ciu.gov.kn,"200"
coop.gov.kn,"307"
courses.digitaltraining.gov.kn,"Connection timed out after 3002 milliseconds"
covid19.gov.kn,"Could not resolve host: covid19.gov.kn"
covid19stimulus.gov.kn,"Could not resolve host: covid19stimulus.gov.kn"
covidvax.gov.kn,"Connection timed out after 3002 milliseconds"
creativearena.gov.kn,"Could not resolve host: creativearena.gov.kn"
cubaembassy.gov.kn,"Could not resolve host: cubaembassy.gov.kn"
culture.gov.kn,"307"
cybersecurity.gov.kn,"Connection timed out after 3002 milliseconds"
dev.traffic.gov.kn,"Connection timed out after 3002 milliseconds"
diaspora.gov.kn,"307"
digitaltraining.gov.kn,"200"
dubaiconsulate.gov.kn,"Could not resolve host: dubaiconsulate.gov.kn"
ecbs.gov.kn,"Could not resolve host: ecbs.gov.kn"
education.gov.kn,"307"
elevate.gov.kn,"307"
embassydc.gov.kn,"307"
energyunit.gov.kn,"Could not resolve host: energyunit.gov.kn"
environment.gov.kn,"Could not resolve host: environment.gov.kn"
epay.gov.kn,"Could not resolve host: epay.gov.kn"
events.covidvax.gov.kn,"Could not resolve host: events.covidvax.gov.kn"
events.skncovidvax.gov.kn,"Connection timed out after 3002 milliseconds"
evisa.gov.kn,"301"
exmapphealth.gov.kn,"Connection timed out after 3000 milliseconds"
foreign.gov.kn,"Could not resolve host: foreign.gov.kn"
futures.dev.gov.kn,"200"
gazette.gov.kn,"307"
gg.gov.kn,"Could not resolve host: gg.gov.kn"
git.gov.kn,"SSL certificate problem: certificate has expired"
