subdomain,parent_domain,http_status,mx
api.governo.cv,governo.cv,Could not resolve host: api.governo.cv,none
boletimoficial.governo.cv,governo.cv,Could not resolve host: boletimoficial.governo.cv,dig error
cpanel.governo.cv,governo.cv,Could not resolve host: cpanel.governo.cv,none
cpcalendars.governo.cv,governo.cv,Could not resolve host: cpcalendars.governo.cv,none
cpcontacts.governo.cv,governo.cv,Could not resolve host: cpcontacts.governo.cv,none
governo.cv,governo.cv,301,none
inae.governo.cv,governo.cv,Could not resolve host: inae.governo.cv,none
mail.governo.cv,governo.cv,Could not resolve host: mail.governo.cv,none
min-financas.governo.cv,governo.cv,Could not resolve host: min-financas.governo.cv,none
mne.governo.cv,governo.cv,Could not resolve host: mne.governo.cv,none
pemsmaa.governo.cv,governo.cv,SSL certificate problem: self-signed certificate in certificate chain,none
portais.governo.cv,governo.cv,Could not resolve host: portais.governo.cv,dig error
webdisk.governo.cv,governo.cv,Could not resolve host: webdisk.governo.cv,none
webmail.governo.cv,governo.cv,Could not resolve host: webmail.governo.cv,none
www.governo.cv,governo.cv,200,dig error
www.pemsmaa.governo.cv,governo.cv,Could not resolve host: www.pemsmaa.governo.cv,none
