subdomain,http_status
admin.nuwaraeliya.mc.gov.lk,Could not resolve host: admin.nuwaraeliya.mc.gov.lk
aea.gov.lk,Connection timed out after 3002 milliseconds
aeb.gov.lk,200
aerc.gov.lk,200
afs.gov.lk,Could not resolve host: afs.gov.lk
agri.cp.gov.lk,Connection timed out after 3000 milliseconds
agridept.nc.gov.lk,200
agridept.sp.gov.lk,200
agrimin.cp.gov.lk,200
agrimin.nc.gov.lk,301
agrimin.nw.gov.lk,SSL certificate problem: self-signed certificate
aims.agridept.sp.gov.lk,Connection timed out after 3000 milliseconds
ambalangoda.uc.gov.lk,200
ams.ep.gov.lk,302
ams.ep.gov.lk.erplk.com,TLS connect error: error:0A000458:SSL routines::tlsv1 unrecognized name
angunakolapelessa.ps.gov.lk,SSL: no alternative certificate subject name matches target hostname 'angunakolapelessa.ps.gov.lk'
annualtransfer.hrmis.health.gov.lk,500
anuradhapura.mc.gov.lk,Connection timed out after 3000 milliseconds
aphdept.nc.gov.lk,200
archicad.healthmin.nw.gov.lk,200
ars.batticaloa.mc.gov.lk,Could not resolve host: ars.batticaloa.mc.gov.lk
ars.nimh.health.gov.lk,Could not resolve host: ars.nimh.health.gov.lk
asmp.mpi.gov.lk,200
autodiscover.aerc.gov.lk,Could not resolve host: autodiscover.aerc.gov.lk
autodiscover.agri.cp.gov.lk,Could not resolve host: autodiscover.agri.cp.gov.lk
autodiscover.ayagama.ps.gov.lk,Resolving timed out after 3001 milliseconds
autodiscover.balangoda.uc.gov.lk,400
autodiscover.cep.rda.gov.lk,Could not resolve host: autodiscover.cep.rda.gov.lk
autodiscover.costi.gov.lk,Resolving timed out after 3000 milliseconds
autodiscover.dickwella.ps.gov.lk,Could not resolve host: autodiscover.dickwella.ps.gov.lk
autodiscover.embilipitiya.ps.gov.lk,Could not resolve host: autodiscover.embilipitiya.ps.gov.lk
autodiscover.engdept.nw.gov.lk,400
autodiscover.governor.nw.gov.lk,Resolving timed out after 3000 milliseconds
autodiscover.healthdept.wp.gov.lk,Connection timed out after 3000 milliseconds
autodiscover.hmis.gov.lk,Resolving timed out after 3000 milliseconds
autodiscover.iroad.rda.gov.lk,Could not resolve host: autodiscover.iroad.rda.gov.lk
autodiscover.katuwana.ps.gov.lk,Resolving timed out after 3000 milliseconds
autodiscover.megapolis.gov.lk,Could not resolve host: autodiscover.megapolis.gov.lk
autodiscover.nivitigala.ps.gov.lk,Resolving timed out after 3000 milliseconds
autodiscover.prda.nc.gov.lk,Could not resolve host: autodiscover.prda.nc.gov.lk
autodiscover.rpta.wp.gov.lk,Could not resolve host: autodiscover.rpta.wp.gov.lk
