type,label,website,hostname
ministry,Ministry of Petroleum,http://www.mop.ir,mop.ir
ministry,Ministry of Roads and Transportation,http://www.mrt.ir//,mrt.ir
ministry,Ministry of Economic Affairs and Finance (Iran),https://www.mefa.ir/,mefa.ir
ministry,Ministry of Agriculture Jihad,https://maj.ir,maj.ir
ministry,"Ministry of Science, Research and Technology (Iran)",http://www.emsrt.ir/,emsrt.ir
ministry,Ministry of Foreign Affairs of Iran,https://en.mfa.ir/,en.mfa.ir
ministry,Ministry of Education of Iran,http://medu.ir,medu.ir
ministry,Ministry of Justice (Iran),http://www.justice.ir/,justice.ir
ministry,Ministry of Defense and Armed Forces Logistics,http://www.mod.ir/,mod.ir
ministry,Ministry of Interior (Iran),http://www.moi.ir/,moi.ir
ministry,Ministry of Roads and Urban Development,http://www.mrud.ir/,mrud.ir
ministry,Ministry of Intelligence,http://www.vaja.ir/Portal/Home/,vaja.ir
ministry,"Ministry of Cultural Heritage, Tourism and Handicrafts",https://www.mcth.ir/,mcth.ir
parliament,Islamic Consultative Assembly,https://rc.majlis.ir/,rc.majlis.ir
constitutional_court,Government of Iran,http://www.dolat.ir/,dolat.ir
supreme_court,Islamic Consultative Assembly,https://rc.majlis.ir/,rc.majlis.ir
