field,text
country_name,"Kingdom of the Netherlands"
government_type,"parliamentary constitutional monarchy; part of the Kingdom of the Netherlands"
capital,"Amsterdam"
chief_of_state,"King WILLEM-ALEXANDER (since 30 April 2013)"
head_of_government,"Caretaker Prime Minister Dick SCHOOF (since 3 June 2025)"
judicial_highest_courts,"Supreme Court or Hoge Raad (consists of 41 judges: the president, 6 vice presidents, 31 justices, and 3 justices in exceptional service); the court is divided into criminal, civil, tax, and ombuds chambers"
constitution_history,"many previous to adoption of the ""Basic Law of the Kingdom of the Netherlands"" on 24 August 1815; revised 8 times, the latest in 1983"
