subdomain,http_status
cbos.gov.sd,"200"
cpanel.ciasa.gov.sd,"Could not resolve host: cpanel.ciasa.gov.sd"
cpcontacts.sgcrtvt.gov.sd,"SSL: no alternative certificate subject name matches target hostname 'cpcontacts.sgcrtvt.gov.sd'"
cpcalendars.zakat-chamber.gov.sd,"503"
aman.mlsd.gov.sd,"Could not resolve host: aman.mlsd.gov.sd"
blog.moj.gov.sd,"SSL certificate problem: certificate has expired"
email.moj.gov.sd,"SSL certificate problem: certificate has expired"
cpanel.diu.gov.sd,"Could not resolve host: cpanel.diu.gov.sd"
autodiscover.union.gov.sd,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.union.gov.sd'"
cpanel.union.gov.sd,"SSL: no alternative certificate subject name matches target hostname 'cpanel.union.gov.sd'"
cpcalendars.rssa.gov.sd,"SSL: no alternative certificate subject name matches target hostname 'cpcalendars.rssa.gov.sd'"
cpcalendars.union.gov.sd,"SSL: no alternative certificate subject name matches target hostname 'cpcalendars.union.gov.sd'"
autodiscover.zakat-chamber.gov.sd,"400"
cpanel.zakat-chamber.gov.sd,"Could not resolve host: cpanel.zakat-chamber.gov.sd"
autodiscover.moj.gov.sd,"400"
cpcontacts.zakat-chamber.gov.sd,"503"
7100.moiat.gov.sd,"Resolving timed out after 3000 milliseconds"
aciu.gov.sd,"Resolving timed out after 3001 milliseconds"
admin.agrinorthern.gov.sd,"Resolving timed out after 3000 milliseconds"
afaq-mofa.gov.sd,"Resolving timed out after 3000 milliseconds"
aapc.gov.sd,"Resolving timed out after 3000 milliseconds"
adminno.agrinorthern.gov.sd,"Resolving timed out after 3000 milliseconds"
agri-khs.gov.sd,"Resolving timed out after 3001 milliseconds"
afaq.mofa.gov.sd,"Resolving timed out after 3000 milliseconds"
agrinorthern.gov.sd,"Resolving timed out after 3002 milliseconds"
autodiscover.halalsudan.gov.sd,"Resolving timed out after 3000 milliseconds"
autodiscover.ogs.gov.sd,"Resolving timed out after 3001 milliseconds"
autodiscover.ciasa.gov.sd,"Resolving timed out after 3001 milliseconds"
aitc.nmsf.gov.sd,"Resolving timed out after 3000 milliseconds"
autodiscover.rssa.gov.sd,"Resolving timed out after 3000 milliseconds"
