hostname,score,sources,label,level
courdeboumerdes.mjustice.dz,4,wikidata,Boumerdès Court,central-1
de-boumerdes.dz,4,wikidata,Boumerdès Province School District,central-1
univ-chlef.dz,7,wikidata;wikidata,Hassiba Benbouali University of Chlef,university
cu-tipaza.dz,4,wikidata,Centre Universitaire Morsli Abdellah de Tipaza,university
univ-alger.dz,4,wikidata,University of Algiers 1,university
univ-alger2.dz,4,wikidata,Algiers 2 University,university
univ-alger3.dz,4,wikidata,University of Algiers 3,university
univ-annaba.dz,4,wikidata,Badji Mokhtar-Annaba University,university
univ-bejaia.dz,4,wikidata,University of Béjaïa,university
univ-boumerdes.dz,4,wikidata,M'hamed Bougara University of Boumerdès,university
univ-saida.dz,4,wikidata,Université Tahar Moulay de Saida,university
usthb.dz,4,wikidata,"University of Science and Technology, Houari Boumediene",university
algir.mfa.gov.hu,4,wikidata,"embassy of Hungary, Algiers",local
apctiziouzou.dz,4,wikidata,People's Municipal Assembly of Tizi Ouzou,local
afripol.africa-union.org,3,wikidata,Afripol,local
afripol.peaceau.org,3,wikidata,Afripol,local
