hostname,score,sources,label,level
ansej.org.dz,7,wikidata;wikidata,Agence nationale de soutien à l'emploi des jeunes,central
dgf.org.dz,7,wikidata;wikidata,Q25386281 | Q25387129,
dgsn.dz,7,wikidata;wikidata;wikidata;wikidata;wikidata,Algerian police | General Directorate of National Security,central
elmadjlis-hci.dz,7,wikidata;wikidata,Supreme Islamic Council of Algeria,
m-moudjahidine.dz,7,wikidata;wikidata,Ministry of Mujahidin,central
mdn.dz,7,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,Ministry of National Defense (Algeria) | État-major de l'armée algérienne | National Gendarmerie,central
mesrs.dz,7,wikidata;wikidata,Ministry of Higher Education and Scientific Research,central
mptic.dz,7,wikidata;wikidata,Ministry of Post and Telecommunications,central
ogebc.dz,7,wikidata;wikidata,Q92324509,
sante.dz,7,wikidata;wikidata,Ministère de la Santé,
apn-dz.org,6,wikidata;wikidata,Parliament of Algeria,central
coursupreme.dz,6,wikidata,Supreme Court of Algeria,central
el-mouradia.dz,6,un_desa,UN/DESA national portal,
wikidata.org,6,wikidata;wikidata,Ministry of Agriculture and Rural Development,central
abhcsm.dz,4,wikidata,Agence de Bassin Hydrographique Constantinois-Seybousse-Mellegue,
alnaft.dz,4,wikidata,National agency for the valorization of hydrocarbon resource,
anem.dz,4,wikidata,National Employment Agency,
anvredet.org.dz,4,wikidata,Anvredet,
apn.dz,4,wikidata,People's National Assembly,central
archives-can.dz,4,wikidata,Algerian National Archives,
asal.dz,4,wikidata,Algerian Space Agency,
atrss.dz,4,wikidata,Agence Thématique de Recherche en Science de la Santé,
bank-of-algeria.dz,4,wikidata,Bank of Algeria,
biblionat.dz,4,wikidata,National Library of Algeria,
bneder.dz,4,wikidata,Bureau National d’Études pour le Développement Rural,
caci.dz,4,wikidata,Algerian chamber of commerce and industry,
cerist.dz,4,wikidata,Centre de Recherche sur l'Information Scientifique et Technique,
cnrst.dz,4,wikidata,Q110229043,
conseil-constitutionnel.dz,4,wikidata,Constitutional Council of Algeria,
courdalger.mjustice.dz,4,wikidata,Sidi Mhamed Courthouse,
dgpc.dz,4,wikidata,Algerian Civil Defence,
dgrsdt.dz,4,wikidata,Directorate for Scientific Research and Technological Development,
dz.usembassy.gov,4,wikidata,"United States Embassy, Algiers",central
eniem.com.dz,4,wikidata,ENIEM,
hcamazighite.dz,4,wikidata,Haut-Conseil à l'amazighité,
hcla.dz,4,wikidata,Supreme Council of the Arabic language in Algeria,
ina-elections.dz,4,wikidata,Independent National Authority Of Elections,
majliselouma.dz,4,wikidata,Council of the Nation,central
marw.dz,4,wikidata,Religious Affairs Directorate of Algiers Province,
meteo.dz,4,wikidata,National Meteorological Office,
minagri.dz,4,wikidata,"Ministere de l'Agriculture, du Développement Rural et de la Pêche",
mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Algiers",central
onplc.org.dz,4,wikidata,Q42900066,
onpo.dz,4,wikidata,Q25453161,
unesco.dz,4,wikidata,"Algerian National Commission for Education, Science and Culture",
alger.mae.ro,3,wikidata,"Embassy of Romania, Alger",central
algerie.mid.ru,3,wikidata,Embassy of Russia in Algeria,central
algeriet.um.dk,3,wikidata,embassy of Denmark in Algeria,central
algier.diplo.de,3,wikidata,"Embassy of Germany, Algiers",central
amb-rasd.org,3,wikidata,"Embassy of the Sahrawi Arab Democratic Republic, Algiers",central
djamaa-el-djazair.com,3,wikidata,Q25453456,
dz.ambafrance.org,3,wikidata,"Embassy of France, Algiers",central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Algeria,
finlandabroad.fi,3,wikidata,embassy of Finland in Algeria,central
inapi.org,3,wikidata,Algerian National Industrial Property Institute,central
mfa.bg,3,wikidata,embassy of Bulgaria in Algeria,central
mfa.gr,3,wikidata,embassy of Greece in Algeria,central
mzv.cz,3,wikidata,embassy of the Czech republic in Algeria,central
norway.no,3,wikidata,"Embassy of Norway, Algiers",central
ona-dz.org,3,wikidata,Q138331984,
onedd.org,3,wikidata,Q91092821,
onsm-dz.com,3,wikidata,National Maritime Signaling Office,
swedenabroad.se,3,wikidata,"Embassy of Sweden, Algiers",central
cour-constitutionnelle.dz,2,wikidata;wikidata;wikidata,Constitutional Court (Algeria) | Constitutional Council of Algeria,central
mjustice.dz,2,wikidata;wikidata;wikidata,Ministry of Justice | Boumerdès Court,central
