hostname,score,sources,label,level,http_status,mx
al.ac.leg.br,7,wikidata;wikidata,Legislative Assembly of Acre,central-1,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching al.ac.leg.br found.,10 mail.al.ac.leg.br.
al.al.leg.br,7,wikidata;wikidata,Legislative Assembly of Alagoas,central-1,308,10 naumailmtain2.interlegis.leg.br.; 10 naumailmtain3.interlegis.leg.br.; 10 naumailmtain1.interlegis.leg.br.
al.go.leg.br,7,wikidata;wikidata,Legislative Assembly of Goiás,central-1,302,0 al-go-leg-br.mail.protection.outlook.com.
al.ma.leg.br,7,wikidata;wikidata,Legislative Assembly of Maranhão,central-1,HttpConnectTimeoutException: HTTP connect timed out,5 pmg.al.ma.leg.br.; 15 zmail.al.ma.leg.br.
al.pb.leg.br,7,wikidata;wikidata,Legislative Assembly of Paraíba,central-1,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching al.pb.leg.br found.,0 al-pb-leg-br.mail.protection.outlook.com.
al.pi.leg.br,7,wikidata;wikidata,Legislative Assembly of Piauí,central-1,308,10 al-pi-leg-br.mail.protection.outlook.com.
al.ro.leg.br,7,wikidata;wikidata,Legislative Assembly of Rondônia,central-1,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching al.ro.leg.br found.,1 aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.
al.rr.leg.br,7,wikidata;wikidata,Legislative Assembly of Roraima,central-1,200,10 naumailmtain3.interlegis.leg.br.; 10 naumailmtain1.interlegis.leg.br.; 10 naumailmtain2.interlegis.leg.br.
congressonacional.leg.br,7,wikidata;wikidata,National Congress of Brazil,central,ConnectException,5 congressonacional-leg-br.mail.protection.outlook.com.
franciscanos.org.br,7,wikidata;wikidata,Q10354750,,ConnectException,1 aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.
jesuitasbrasil.org.br,7,wikidata;wikidata,Brazilian Province of the Society of Jesus,,200,0 jesuitasbrasil-org-br.mail.protection.outlook.com.
escolapiosbrasilbolivia.org,6,wikidata;wikidata,Piarist province of Brazil-Bolivia,,301,0 mail.escolapiosbrasilbolivia.org.
portal.stf.jus.br,6,wikidata,Supreme Federal Court,central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
saopaulo.consulfrance.org,6,wikidata;wikidata,"Consulate General of France, in São Paulo",,301,none
academia.org.br,4,wikidata,Brazilian Academy of Letters,,200,10 mx-ha.skymail.net.br.
academiacearensedeletras.org.br,4,wikidata,Ceará Academy of Letters,,200,5 mx1.hostinger.com.; 10 mx2.hostinger.com.
academiadeletrasdabahia.org.br,4,wikidata,Academia de Letras da Bahia,,200,1 ASPMX.L.GOOGLE.COM.; 5 ALT2.ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.; 10 ALT3.ASPMX.L.GOOGLE.COM.; 10 ALT4.ASPMX.L.GOOGLE.COM.
academiaguarulhense.org.br,4,wikidata,Academia Guarulhense de Letras,,301,10 mx2.hostinger.com.; 5 mx1.hostinger.com.
academiamaranhense.org.br,4,wikidata,Academia Maranhense de Letras,,200,10 mx2.hostinger.com.; 5 mx1.hostinger.com.
africadosul.org.br,4,wikidata,embassy of South Africa in Brazil,central,200,10 mx.core.locaweb.com.br.; 20 mx.a.locaweb.com.br.; 20 mx.b.locaweb.com.br.; 30 mx.jk.locaweb.com.br.
ahimtb.org.br,4,wikidata,Academia de História Militar Terrestre do Brasil,,SSLHandshakeException: Remote host terminated the handshake,20 mx.a.locaweb.com.br.; 20 mx.jk.locaweb.com.br.; 10 mx.core.locaweb.com.br.; 10 mx.b.locaweb.com.br.
amb.com.br,4,wikidata,Associação dos Magistrados Brasileiros,,403,0 amb-com-br.mail.protection.outlook.com.
apexbrasil.com.br,4,wikidata,Agência Brasileira de Promoção de Exportações e Investimentos,,200,0 apexbrasil-com-br.mail.protection.outlook.com.
ar-itu.com.br,4,wikidata,Q9592663,,ConnectException,none
bpbes.net.br,4,wikidata,Brazilian Platform for Biodiversity and Ecosystem Services,,301,5 mx1.hostinger.com.br.; 10 mx2.hostinger.com.br.
braziliavaros.mfa.gov.hu,4,wikidata,"Hungarian Embassy, Brasília",central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
camara.leg.br,4,wikidata,Chamber of Deputies,central,302,10 souzinha2.camara.leg.br.; 10 souzinha1.camara.leg.br.; 10 souzinha3.camara.leg.br.
canalsaude.fiocruz.br,4,wikidata,Canal Saúde,,301,10 cgtias001.fiocruz.br.
cnj.jus.br,4,wikidata,National Justice Council,,308,0 cnj-jus-br.mail.protection.outlook.com.
codeba.com.br,4,wikidata,Companhia das Docas do Estado da Bahia,central-1,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching codeba.com.br found.,0 codeba-com-br.mail.protection.outlook.com.
copec.org.br,4,wikidata,Sciences and Education Research Council,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mx1.cleanmx.pt.; 20 mx2.cleanmx.pt.
corecon-se.org.br,4,wikidata,CORECON/SE | REGIONAL OF ECONOMICS COUNCIL OF THE 16TH REGION-SERGIPE,central-1,200,0 mail.corecon-se.org.br.
coripa.org.br,4,wikidata,Q9856594,,301,0 aspmx.l.google.com.
corsan.com.br,4,wikidata,Q9830599,,301,0 corsan-com-br.mail.protection.outlook.com.
creaes.org.br,4,wikidata,Q113997460,,302,0 creaes-org-br.mail.protection.outlook.com.
cta.br,4,wikidata,Aerospace Technology and Science Department,,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching cta.br found.,0 hermes.cta.br.
dct.eb.mil.br,4,wikidata,Q10265199,,IOException: HTTP/1.1 header parser received no bytes,10 mta03.webmail.eb.mil.br.; 10 mta02.webmail.eb.mil.br.
defensoria.ap.def.br,4,wikidata,Defensoria Pública do Amapá,,200,10 mail.intelimail.com.br.
