subdomain,http_status
administrata.gov.al,"Could not resolve host: administrata.gov.al"
albadentgroup.srd.gov.al,"Could not resolve host: albadentgroup.srd.gov.al"
ashr.gov.al,"Could not resolve host: ashr.gov.al"
admin.qnk.gov.al,"Could not resolve host: admin.qnk.gov.al"
akce.gov.al,"Could not resolve host: akce.gov.al"
absa.gov.al,"Could not resolve host: absa.gov.al"
ata.gov.al,"403"
asd.gov.al,"200"
autodiscover.app.gov.al,"Failed to connect to autodiscover.app.gov.al port 443 after 93 ms: Could not connect to server"
100vjet.bashkiakorce.gov.al,"Could not resolve host: 100vjet.bashkiakorce.gov.al"
autodiscover.bashkiacerrik.gov.al,"Could not resolve host: autodiscover.bashkiacerrik.gov.al"
akbn.gov.al,"SSL certificate problem: unable to get local issuer certificate"
albarchive.gov.al,"Could not resolve host: albarchive.gov.al"
autodiscover.bashkiadropull.gov.al,"Could not resolve host: autodiscover.bashkiadropull.gov.al"
arsimi.gov.al,"200"
autodiscover.bashkiakorce.gov.al,"Failed to connect to autodiscover.bashkiakorce.gov.al port 443 after 164 ms: Could not connect to server"
autodiscover.instat.gov.al,"Failed to connect to autodiscover.instat.gov.al port 443 after 139 ms: Could not connect to server"
admin.drshdurres.gov.al,"Could not resolve host: admin.drshdurres.gov.al"
akshi.gov.al,"200"
autodiscover.bashkiakelcyre.gov.al,"Could not resolve host: autodiscover.bashkiakelcyre.gov.al"
autodiscover.dpttv.gov.al,"Could not resolve host: autodiscover.dpttv.gov.al"
autodiscover.qarkutirane.gov.al,"Could not resolve host: autodiscover.qarkutirane.gov.al"
autodiscover.absa.gov.al,"Could not resolve host: autodiscover.absa.gov.al"
atk-kredi.gov.al,"SSL: no alternative certificate subject name matches target hostname 'atk-kredi.gov.al'"
amf.gov.al,"403"
asp.gov.al,"200"
autodiscover.peqini.gov.al,"Could not resolve host: autodiscover.peqini.gov.al"
autodiscover.bashkiapatos.gov.al,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.bashkiapatos.gov.al'"
autodiscover.bashkialibohove.gov.al,"Failed to connect to autodiscover.bashkialibohove.gov.al port 443 after 216 ms: Could not connect to server"
autodiscover.bashkiadivjake.gov.al,"Failed to connect to autodiscover.bashkiadivjake.gov.al port 443 after 236 ms: Could not connect to server"
autodiscover.bashkiadevoll.gov.al,"Failed to connect to autodiscover.bashkiadevoll.gov.al port 443 after 231 ms: Could not connect to server"
autodiscover.bashkiaklos.gov.al,"Could not resolve host: autodiscover.bashkiaklos.gov.al"
akreditim.dpa.gov.al,"500"
autodiscover.asd.gov.al,"Failed to connect to autodiscover.asd.gov.al port 443 after 251 ms: Could not connect to server"
autodiscover.bashkialibrazhd.gov.al,"400"
autodiscover.dpm.gov.al,"Failed to connect to autodiscover.dpm.gov.al port 443 after 215 ms: Could not connect to server"
autodiscover.drshkukes.gov.al,"Could not resolve host: autodiscover.drshkukes.gov.al"
autodiscover.bashkiaprrenjas.gov.al,"Could not resolve host: autodiscover.bashkiaprrenjas.gov.al"
arrsh.gov.al,"301"
albis.justice.gov.al,"Could not resolve host: albis.justice.gov.al"
aqtn.gov.al,"200"
bashkiadevoll.gov.al,"403"
autodiscover.qarkufier.gov.al,"Failed to connect to autodiscover.qarkufier.gov.al port 443 after 224 ms: Could not connect to server"
bashkiahas.gov.al,"403"
autodiscover.prefektidurres.gov.al,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.prefektidurres.gov.al'"
autodiscover.prespanationalpark.gov.al,"Could not resolve host: autodiscover.prespanationalpark.gov.al"
autodiscover.shijak.gov.al,"Failed to connect to autodiscover.shijak.gov.al port 443 after 223 ms: Could not connect to server"
bashkiaklos.gov.al,"403"
autodiscover.issh.gov.al,"Failed to connect to autodiscover.issh.gov.al port 443 after 253 ms: Could not connect to server"
amvv.qeverisjavendore.gov.al,"Could not resolve host: amvv.qeverisjavendore.gov.al"
autodiscover.bashkiadelvine.gov.al,"Could not resolve host: autodiscover.bashkiadelvine.gov.al"
autodiscover.prefektielbasan.gov.al,"403"
azhr1.gov.al,"Could not resolve host: azhr1.gov.al"
autodiscover.sre.gov.al,"Failed to connect to autodiscover.sre.gov.al port 443 after 270 ms: Could not connect to server"
autodiscover.kolonja.gov.al,"Could not resolve host: autodiscover.kolonja.gov.al"
bashkiaprrenjas.gov.al,"403"
cfcu.financa.gov.al,"Could not resolve host: cfcu.financa.gov.al"
bashkiamat.gov.al,"403"
autodiscover.memaliaj.gov.al,"Could not resolve host: autodiscover.memaliaj.gov.al"
ars.qkev.gov.al,"403"
autodiscover.dshtd.gov.al,"Could not resolve host: autodiscover.dshtd.gov.al"
autodiscover.ishp.gov.al,"Failed to connect to autodiscover.ishp.gov.al port 443 after 344 ms: Could not connect to server"
autodiscover.srsh.gov.al,"Could not resolve host: autodiscover.srsh.gov.al"
cpanel.bashkiadelvine.gov.al,"Could not resolve host: cpanel.bashkiadelvine.gov.al"
cpanel.bashkiafushearrez.gov.al,"Could not resolve host: cpanel.bashkiafushearrez.gov.al"
cpanel.bashkiadropull.gov.al,"Could not resolve host: cpanel.bashkiadropull.gov.al"
cats.tatime.gov.al,"Could not resolve host: cats.tatime.gov.al"
bashkiamaliq.gov.al,"403"
bashkiapermet.gov.al,"Could not resolve host: bashkiapermet.gov.al"
canada.gov.al,"Could not resolve host: canada.gov.al"
cpanel.bashkiakelcyre.gov.al,"Could not resolve host: cpanel.bashkiakelcyre.gov.al"
autodiscover.dhkn.gov.al,"400"
claims.amf.gov.al,"403"
botem.gov.al,"Could not resolve host: botem.gov.al"
bujqesia.gov.al,"200"
blog.qnk.gov.al,"Could not resolve host: blog.qnk.gov.al"
cpanel.bashkiacerrik.gov.al,"Could not resolve host: cpanel.bashkiacerrik.gov.al"
autodiscover.qarkushkoder.gov.al,"Could not resolve host: autodiscover.qarkushkoder.gov.al"
cpanel.bashkialibohove.gov.al,"Could not resolve host: cpanel.bashkialibohove.gov.al"
cpanel.absa.gov.al,"Could not resolve host: cpanel.absa.gov.al"
autodiscover.bashkiafushearrez.gov.al,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.bashkiafushearrez.gov.al'"
atelie.shkodrarinore.gov.al,"Could not resolve host: atelie.shkodrarinore.gov.al"
cpanel.asd.gov.al,"Could not resolve host: cpanel.asd.gov.al"
bashkiamirdite.gov.al,"Could not resolve host: bashkiamirdite.gov.al"
cpanel.bashkiaklos.gov.al,"Could not resolve host: cpanel.bashkiaklos.gov.al"
blog.drshdurres.gov.al,"Could not resolve host: blog.drshdurres.gov.al"
cirt.gov.al,"Could not resolve host: cirt.gov.al"
blogs.drshdurres.gov.al,"Could not resolve host: blogs.drshdurres.gov.al"
cpanel.bashkiakonispol.gov.al,"Could not resolve host: cpanel.bashkiakonispol.gov.al"
cpanel.bashkiadivjake.gov.al,"Could not resolve host: cpanel.bashkiadivjake.gov.al"
cpanel.bashkiamalesiemadhe.gov.al,"Could not resolve host: cpanel.bashkiamalesiemadhe.gov.al"
cpanel.bashkiamat.gov.al,"Could not resolve host: cpanel.bashkiamat.gov.al"
bashkiagramsh.gov.al,"200"
cpanel.bashkiahas.gov.al,"Could not resolve host: cpanel.bashkiahas.gov.al"
autodiscover.newsletter.ata.gov.al,"Could not resolve host: autodiscover.newsletter.ata.gov.al"
autodiscover.qnk.gov.al,"Could not resolve host: autodiscover.qnk.gov.al"
cpanel.bashkiaroskovec.gov.al,"Could not resolve host: cpanel.bashkiaroskovec.gov.al"
autodiscover.tirana.gov.al,"Could not resolve host: autodiscover.tirana.gov.al"
autodiscover.iskk.gov.al,"400"
