field,text
country_name,"Kingdom of Saudi Arabia"
government_type,"absolute monarchy"
capital,"Riyadh"
chief_of_state,"King SALMAN bin Abd al-Aziz Al Saud (since 23 January 2015)"
head_of_government,"Crown Prince and Prime Minister MUHAMMAD BIN SALMAN bin Abd al-Aziz Al Saud (since 27 September 2022)"
judicial_highest_courts,"High Court (consists of the court chief; organized into circuits with 3-judge panels, except for the criminal circuit, which has a 5-judge panel for cases involving major punishments)"
constitution_history,"1 March 1992 -- Basic Law of Government, issued by royal decree, serves as the constitutional framework and is based on the Qur'an and the life and traditions of the Prophet Muhammad"
