subdomain,mx
41sadcsummit-malawi.gov.mw,none
addismwembassy.gov.mw,none
agcom.gov.mw,0 agcom-gov-mw.mail.protection.outlook.com.
agd.gov.mw,0 mail.boma.gov.mw.; 10 mail.boma.gov.mw.
agriculture.gov.mw,10 mail.boma.gov.mw.; 0 mail.boma.gov.mw.
aip-agriculture.gov.mw,none
aip.agriculture.gov.mw,none
aipsupplier.agriculture.gov.mw,none
amp.finance.gov.mw,none
ams.nao.gov.mw,none
api.thandizo.health.gov.mw,none
arcmis.mzuzucity.gov.mw,none
arcmistest.mzuzucity.gov.mw,none
autodiscover.agcom.gov.mw,none
autodiscover.civilaviation.gov.mw,none
autodiscover.dca.gov.mw,none
autodiscover.declarations.gov.mw,none
autodiscover.doi.gov.mw,none
autodiscover.energy.gov.mw,none
autodiscover.fia.gov.mw,none
autodiscover.gender.gov.mw,none
autodiscover.healthpromotion.gov.mw,none
autodiscover.hiv.health.gov.mw,none
autodiscover.lawcom.gov.mw,none
autodiscover.ldf.gov.mw,none
autodiscover.localgovt.gov.mw,none
autodiscover.mps.gov.mw,none
autodiscover.registrargeneral.gov.mw,none
autodiscover.svtp.gov.mw,none
autodiscover.ubr.gov.mw,none
autodiscover.youth.gov.mw,none
bonus.declarations.gov.mw,none
cases.fia.gov.mw,none
cenu.gov.mw,none
chiradzuludc.gov.mw,0 mail.boma.gov.mw.
citizen.mzuzucity.gov.mw,none
citizentest.mzuzucity.gov.mw,none
civilaviation.gov.mw,none
cloud.nfra.gov.mw,none
commcare.health.gov.mw,none
cpanel.agcom.gov.mw,none
cpanel.agriculture.gov.mw,none
cpanel.aip-agriculture.gov.mw,none
cpanel.civilaviation.gov.mw,none
cpanel.dca.gov.mw,0 mail.boma.gov.mw.; 10 mail.boma.gov.mw.
cpanel.declarations.gov.mw,none
cpanel.doi.gov.mw,none
cpanel.energy.gov.mw,none
cpanel.gender.gov.mw,none
cpanel.healthpromotion.gov.mw,none
cpanel.hiv.health.gov.mw,none
cpanel.lawcom.gov.mw,none
cpanel.ldf.gov.mw,none
cpanel.localgovt.gov.mw,none
cpanel.malawihighcommissionsa.gov.mw,none
