hostname,score,sources,label,level,http_status,mx
magyarorszag.hu,10,un_desa;linkgraph,UN/DESA national portal,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail.kopdat.hu.
valasztas.hu,10,wikidata;wikidata;linkgraph,National Election Office | National Election Commission,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,5 mailgw1.ei.gov.hu.; 5 mailgw3.ei.gov.hu.; 5 mailgw2.ei.gov.hu.; 5 mailgw4.ei.gov.hu.
bv.gov.hu,8,wikidata;wikidata,Jász-Nagykun-Szolnok County Remand Prison | Hungarian Prison Service,central-1,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail.bv.gov.hu.
mnl.gov.hu,8,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,Magyar Nemzeti Levéltár Pest Megyei Levéltára | National Archives of Hungary | Magyar Nemzeti Levéltár Tolna Vármegyei Levéltára | Borsod-Abaúj-Zemplén County Archives | Magyar Nemzeti Levéltár Veszprém Megyei Levéltára | Magyar Nemzeti Levéltár Országos Levéltára,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mnl-gov-hu.mail.protection.outlook.com.
ahkungarn.hu,7,wikidata;wikidata,German-Hungarian Chamber of Industry and Commerce,,302,10 ahkungarn-hu.mail.protection.outlook.com.
birosag.hu,7,wikidata;wikidata,Q140998828 | National Court Office,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mx.birosag.hu.
ksh.hu,7,wikidata;wikidata,Hungarian Central Statistical Office | Official Statistical Service,central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,5 cenzor4.ksh.hu.; 5 cenzor3.ksh.hu.
kuria-birosag.hu,7,wikidata;wikidata,Supreme Court of Hungary,central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,1 mail.kuria-birosag.hu.
parlament.hu,7,wikidata;wikidata;wikidata,National Assembly | Office of the National Assembly,central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,0 iplanet.parlament.hu.; 5 levi1.mkogy.hu.
piarista.hu,7,wikidata;wikidata,piarist province of Hungary,,200,10 ALT3.ASPMX.L.GOOGLE.COM.; 5 ALT2.ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.; 1 ASPMX.L.GOOGLE.COM.; 10 ALT4.ASPMX.L.GOOGLE.COM.
