hostname,score,sources,label,level
magyarorszag.hu,10,un_desa;linkgraph,UN/DESA national portal,
valasztas.hu,10,wikidata;wikidata;linkgraph,National Election Office | National Election Commission,
mnl.gov.hu,8,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,Magyar Nemzeti Levéltár Pest Megyei Levéltára | National Archives of Hungary | Magyar Nemzeti Levéltár Tolna Vármegyei Levéltára | Borsod-Abaúj-Zemplén County Archives | Magyar Nemzeti Levéltár Veszprém Megyei Levéltára | Magyar Nemzeti Levéltár Országos Levéltára,
ahkungarn.hu,7,wikidata;wikidata,German-Hungarian Chamber of Industry and Commerce,
birosag.hu,7,wikidata;wikidata,Q140998828 | National Court Office,
ksh.hu,7,wikidata;wikidata,Hungarian Central Statistical Office | Official Statistical Service,central
kuria-birosag.hu,7,wikidata;wikidata,Supreme Court of Hungary,central
parlament.hu,7,wikidata;wikidata;wikidata,National Assembly | Office of the National Assembly,central
piarista.hu,7,wikidata;wikidata,piarist province of Hungary,
police.hu,7,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,National Bureau of Investigation | Baranya  County Police Headquarters | Komárom-Esztergom County Police Headquarters | Zala County Police Headquarters | Borsod-Abaúj-Zemplén County Police Headquarters | Vas County Police Headquarters | Heves County Police Headquarters | Bács-Kiskun County Police Headquarters | Somogy County Police Headquarters | Veszprém County Police Headquarters | Tolna  County Police Headquarters | Szabolcs-Szatmár-Bereg County Police Headquarters | Hungarian Police,
ugyeszseg.hu,7,wikidata;wikidata,Prosecution Service of Hungary,
budapest.diplo.de,6,wikidata;wikidata,"Embassy of Germany, Budapest",central
ah.gov.hu,5,wikidata,Constitution Protection Office,
allamkincstar.gov.hu,5,wikidata,Hungarian State Treasury,
haea.gov.hu,5,wikidata,Hungarian Atomic Energy Authority,
ih.gov.hu,5,wikidata,Information Office Hungary,
intezet.nori.gov.hu,5,wikidata,Q1216622,
kef.gov.hu,5,wikidata,Directorate General for Public Procurement and Supply,
kki.gov.hu,5,wikidata,Institute for Foreign Affairs and Trade,
knbsz.gov.hu,5,wikidata,Military National Security Service,
mbfsz.gov.hu,5,wikidata,Mining and Geological Survey of Hungary,
nav.gov.hu,5,wikidata,National Tax and Customs Administration of Hungary,
nbsz.gov.hu,5,wikidata,Q1216605,
neak.gov.hu,5,wikidata,National Health Insurance Fund of Hungary,
nkfih.gov.hu,5,wikidata,"National Research, Development and Innovation Office",
nori.gov.hu,5,wikidata,National Heritage Institute,
okfo.gov.hu,5,wikidata,National Directorate General for Hospitals,
palyazat.gov.hu,5,wikidata,National Development Agency,
portal.nebih.gov.hu,5,wikidata,National Food Chain Safety Office,
sztnh.gov.hu,5,wikidata,Hungarian Intellectual Property Office,
tibek.gov.hu,5,wikidata,Q59858717,
ajbh.hu,4,wikidata,Q50985648,
akk.hu,4,wikidata,Government Debt Management Agency,
algerianembassy.hu,4,wikidata,"Embassy of Algeria, Budapest",central
alkotmanybirosag.hu,4,wikidata,Constitutional Court of Hungary,central
asz.hu,4,wikidata,State Audit Office of Hungary,
atk.hun-ren.hu,4,wikidata,Centre for Agricultural Research,
atruroman.hu,4,wikidata,National Self-Government of Romanians in Hungary,
bacs-kiskun-leveltar.hu,4,wikidata,Bács-Kiskun Megyei Levéltár,
bekes-archiv.hu,4,wikidata,Magyar Nemzeti Levéltár Békés Megyei Levéltára,
bfl.archivportal.hu,4,wikidata,Budapest City Archives,
bfnp.hu,4,wikidata,Balaton Uplands National Park Directorate,
bkik.hu,4,wikidata,Kereskedelmi és Iparkamara,
bmbah.hu,4,wikidata,Immigration and Asylum Office,
bml.hu,4,wikidata,Magyar Nemzeti Levéltár Baranya Megyei Levéltára,
bolgarok.hu,4,wikidata,National Bulgarian Minority Self - Government,
bparchiv.hu,4,wikidata,Budapest City Archives,
chinaembassy.hu,4,wikidata,"Embassy of the People's Republic of China, Budapest",central
csml.hu,4,wikidata,Magyar Nemzeti Levéltár Csongrád Megyei Levéltára,
ddnp.hu,4,wikidata,Danube–Drava National Park Directorate,
delpestikorhaz.hu,4,wikidata,Jahn Ferenc Dél-Pesti Kórház és Rendelőintézet,
demkk.hu,4,wikidata,Centre for Democracy Public Foundation,
dunaipoly.hu,4,wikidata,Q111128092,
ejf.hu,4,wikidata,Eötvös József Főiskola,
fomi.hu,4,wikidata,Institute of Geodesy Cartography and Remote Sensing,
fovarositorvenyszek.birosag.hu,4,wikidata,Pest Central District Court,
gvh.hu,4,wikidata,Hungarian Competition Authority,
hbml.archivportal.hu,4,wikidata,Magyar Nemzeti Levéltár Hajdú-Bihar Megyei Levéltára,
hevesarchiv.hu,4,wikidata,Magyar Nemzeti Levéltár Heves Megyei Levéltára,
honvedelem.hu,4,wikidata,General Staff of the Armed Forces of the Republic of Hungary,
horvatok.hu,4,wikidata,Croatian state self-government,
hu.usembassy.gov,4,wikidata,"Embassy of the United States, Budapest",central
