hostname,score,sources,label,level
bv.gov.hu,8,wikidata;wikidata,Jász-Nagykun-Szolnok County Remand Prison | Hungarian Prison Service,central-1
bacskiskun.hu,4,wikidata,Bács-Kiskun County Assembly,central-1
szszbvmo.hu,4,wikidata,Szabolcs-Szatmár-Bereg County Assembly,central-1
bme.hu,4,wikidata,Budapest University of Technology and Economics,university
elte.hu,4,wikidata,Eötvös Loránd University,university
u-szeged.hu,4,wikidata,University of Szeged,university
zeneakademia.hu,4,wikidata,Franz Liszt Academy of Music,university
uni-bme.ir,3,wikidata,Budapest University of Technology and Economics,university
kk.gov.hu,8,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,Kecskeméti Tankerületi Központ | Békéscsaba school district | Pápai Tankerületi Központ | Közép-Pesti Tankerületi Központ | Jászberényi Tankerületi Központ | Közép-Budai Tankerületi Központ | Külső-Pesti Tankerületi Központ | Balatonfüred school district | Szigetszentmiklósi Tankerületi Központ | Berettyóújfalui Tankerületi Központ | Szombathelyi Tankerületi Központ | Szolnoki Tankerületi Központ | Váci Tankerületi Központ | Mátészalkai Tankerületi Központ | Kiskőrösi Tankerületi Központ | Hajdúböszörményi Tankerületi Központ | Nyíregyházi Tankerületi Központ | Veszprémi Tankerületi Központ | Szekszárdi Tankerületi Központ | Baja school district | Dunaújvárosi Tankerületi Központ | Gyulai Tankerületi Központ | Szigetvári Tankerületi Központ | Hatvani Tankerületi Központ | Pest-City school district | Nagykanizsai Tankerületi Központ | Mezőkövesdi Tankerületi Központ | Esztergomi Tankerületi Központ | Miskolci Tankerületi Központ | Hódmezővásárhelyi Tankerületi Központ | Mohácsi Tankerületi Központ | Egri Tankerületi Központ | Észak-Pesti Tankerületi Központ | Dél-Budai Tankerületi Központ | Monori Tankerületi Központ | Tamási Tankerületi Központ | Pécsi Tankerületi Központ | Debreceni Tankerületi Központ | Salgótarjáni Tankerületi Központ | Klebelsberg Institution Maintenance Centre | Érdi Tankerületi Központ | Győri Tankerületi Központ | Szerencs school district | Ceglédi Tankerületi Központ | Tatabányai Tankerületi Központ | Székesfehérvári Tankerületi Központ | Zalaegerszegi Tankerületi Központ | Kelet-Pesti Tankerületi Központ | Szegedi Tankerületi Központ | Balassagyarmat school district | Dunakeszi Tankerületi Központ | Karcagi Tankerületi Központ | Kisvárdai Tankerületi Központ | Kaposvári Tankerületi Központ | Észak-Budapesti Tankerületi Központ | Dél-Pesti Tankerületi Központ,local
darinno.hu,4,wikidata,South Great Plain Regional Innovation Agency,local
cepol.europa.eu,3,wikidata,European Union Agency for Law Enforcement Training,local
eit.europa.eu,3,wikidata,European Institute of Innovation and Technology,local
