field,text
country_name,"Lao People's Democratic Republic"
government_type,"communist party-led state"
capital,"Vientiane (Viangchan)"
chief_of_state,"President THONGLOUN Sisoulith (since 22 March 2021)"
head_of_government,"Prime Minister SONEXAY (also spelled SONXAI) Siphandon (since 30 December 2022)"
judicial_highest_courts,"People's Supreme Court (consists of the court president and organized into criminal, civil, administrative, commercial, family, and juvenile chambers, each with a vice president and several judges)"
constitution_history,"previous 1947 (pre-independence); latest promulgated 13-15 August 1991"
