hostname,score,sources,label,level
agroprod.kg,7,wikidata;wikidata,"Ministry of Agriculture, Food Industry and Melioration",central
en.mes.kg,7,wikidata;wikidata,Ministry of Emergency Situations of Kyrgyzstan,central
kenesh.kg,7,wikidata;wikidata,Supreme Council,central
med.kg,7,wikidata;wikidata,Ministry of Health of Kyrgyzstan,central
mvd.kg,7,wikidata;wikidata,Ministry of the Interior,central
archive.kg,4,wikidata,Central State Archives of the Republic of Kyrgyzstan,
biskek.mfa.gov.hu,4,wikidata,Embassy of Hungary to Kyrgyzstan,central
kg.usembassy.gov,4,wikidata,"Embassy of the United States, Bishkek",central
mfa.kg,4,wikidata,Diplomatic Academy of the Ministry of Foreign Affairs of the Kyrgyz Republic,
nbkr.kg,4,wikidata,National Bank of the Kyrgyz Republic,
stat.kg,4,wikidata,National Statistical Committee,central
vak.kg,4,wikidata,Higher Attestation Commission of Kyrgyzstan,
bischkek.diplo.de,3,wikidata,"Embassy of Germany, Bishkek",central
eeas.europa.eu,3,wikidata,Delegation of the European Union to the Kyrgyz Republic,
geoportal-kg.org,3,wikidata,Geological Survey of Kyrgyzstan,
kg.ambafrance.org,3,wikidata,"Embassy of France, Bishkek",central
mfa.tj,3,wikidata,"Embassy of Tajikistan, Bishkek",central
