field,text
country_name,"Italian Republic"
government_type,"parliamentary republic"
capital,"Rome"
chief_of_state,"President Sergio MATTARELLA (since 3 February 2015)"
head_of_government,"Prime Minister Giorgia MELONI (since 22 October 2022); the prime minister's official title is President of the Council of Ministers"
judicial_highest_courts,"Supreme Court of Cassation or Corte Suprema di Cassazione (consists of the first president, deputy president, 54 justices presiding over 6 civil and 7 criminal divisions, and 288 judges; an additional 30 judges of lower courts serve as supporting judges; cases normally heard by 5-judge panels; more complex cases heard by 9-judge panels); Constitutional Court or Corte Costituzionale (consists of the court president and 14 judges)"
constitution_history,"previous 1848 (originally for the Kingdom of Sardinia and adopted by the Kingdom of Italy in 1861); latest enacted 22 December 1947, adopted 27 December 1947, entered into force 1 January 1948"
