subdomain,parent_domain,http_status,mx
9numqw7r7jvygvvahvee2wvtsiyif9guyy6c8s7g82.nsa.gov.iq,gov.iq,Could not resolve host: 9numqw7r7jvygvvahvee2wvtsiyif9guyy6c8s7g82.nsa.gov.iq,none
academy.tawasol.gov.iq,gov.iq,Could not resolve host: academy.tawasol.gov.iq,none
acctrcenter.mof.gov.iq,gov.iq,Could not resolve host: acctrcenter.mof.gov.iq,none
agromet.gov.iq,gov.iq,Operation timed out after 3002 milliseconds with 0 bytes received,0 mx1.supremebox.com.
alfawcom.mowr.gov.iq,gov.iq,Could not resolve host: alfawcom.mowr.gov.iq,none
almuthannapc.gov.iq,gov.iq,301,0 mail.almuthannapc.gov.iq.
alsahroon.gov.iq,gov.iq,Could not resolve host: alsahroon.gov.iq,none
amanatbaghdad.gov.iq,gov.iq,200,0 cp-01.ur.gov.iq.
app.moys.gov.iq,gov.iq,Could not resolve host: app.moys.gov.iq,none
atabat.gov.iq,gov.iq,Could not resolve host: atabat.gov.iq,none
autodiscover.baghdadic.gov.iq,gov.iq,Could not resolve host: autodiscover.baghdadic.gov.iq,none
autodiscover.basrabaladya.gov.iq,gov.iq,Could not resolve host: autodiscover.basrabaladya.gov.iq,none
autodiscover.bookstore-mohesr.gov.iq,gov.iq,Could not resolve host: autodiscover.bookstore-mohesr.gov.iq,none
autodiscover.cosqc.gov.iq,gov.iq,Could not resolve host: autodiscover.cosqc.gov.iq,none
autodiscover.fbsa.gov.iq,gov.iq,Could not resolve host: autodiscover.fbsa.gov.iq,none
autodiscover.igmohe.gov.iq,gov.iq,Could not resolve host: autodiscover.igmohe.gov.iq,none
autodiscover.insurancediwan.gov.iq,gov.iq,Failed to connect to autodiscover.insurancediwan.gov.iq port 443 after 371 ms: Could not connect to server,none
autodiscover.investnajaf.gov.iq,gov.iq,Could not resolve host: autodiscover.investnajaf.gov.iq,none
autodiscover.iraqinationality.gov.iq,gov.iq,Could not resolve host: autodiscover.iraqinationality.gov.iq,none
autodiscover.irsra.gov.iq,gov.iq,Could not resolve host: autodiscover.irsra.gov.iq,none
autodiscover.it.gov.iq,gov.iq,Could not resolve host: autodiscover.it.gov.iq,none
autodiscover.itpc.gov.iq,gov.iq,Could not resolve host: autodiscover.itpc.gov.iq,none
