hostname,score,sources,label,level
uoitc.edu.iq,7,wikidata;wikidata,University of Information Technology and Communication,university
en.uosamarra.edu.iq,4,wikidata,University of Samarra,university
iubaghdad.edu.iq,4,wikidata,Iraqi University,university
mtu.edu.iq,4,wikidata,Middle Technical University,university
nahrainuniv.edu.iq,4,wikidata,Nahrain University,university
qadissuni.edu.iq,4,wikidata,University of Al-Qadisiyah,university
stu.edu.iq,4,wikidata,Southern Technical University,university
tu.edu.iq,4,wikidata,University of Tikrit,university
uoalmuthana.edu.iq,4,wikidata,Al-Muthana University,university
uoanbar.edu.iq,4,wikidata,University of Anbar,university
uobabylon.edu.iq,4,wikidata,University of Babylon,university
uobaghdad.edu.iq,4,wikidata,University of Baghdad,university
uobasrah.edu.iq,4,wikidata,University of Basrah,university
uodiyala.edu.iq,4,wikidata,University of Diyala,university
uofallujah.edu.iq,4,wikidata,University of Fallujah,university
uokerbala.edu.iq,4,wikidata,University of Karbala,university
uokirkuk.edu.iq,4,wikidata,University of Kirkuk,university
uokufa.edu.iq,4,wikidata,University of Kufa,university
uomisan.edu.iq,4,wikidata,University of Misan,university
uomosul.edu.iq,4,wikidata,University of Mosul,university
uomustansiriyah.edu.iq,4,wikidata,Al-Mustansiriya University,university
uosamarra.edu.iq,4,wikidata,University of Samarra,university
uotechnology.edu.iq,4,wikidata,"University of Technology, Iraq",university
uowasit.edu.iq,4,wikidata,University of Wasit,university
utq.edu.iq,4,wikidata,University of Thi Qar,university
dpu.edu.krd,3,wikidata,Dohuk Polytechnic University,university
kuiraq.com,3,wikidata,University of Kufa,university
gov.krd,7,wikidata;wikidata;wikidata,Kurdistan Regional Government | Ministry of Natural Resources,local
