hostname,score,sources,label,level
parliament.iq,8,wikidata;wikidata,Council of Representatives of Iraq,central
iq.usembassy.gov,7,wikidata;wikidata,"Consulate General of the United States, Erbil | Embassy of the United States, Baghdad",central
mod.mil.iq,7,wikidata;wikidata,Ministry of Defence of Iraq,central
cabinet.iq,6,un_desa,UN/DESA national portal,
iq.ambafrance.org,6,wikidata;wikidata,"Embassy of France, Baghdad | Consulate General of France, Erbil",central
swedenabroad.se,6,wikidata;wikidata,"Embassy of Sweden, Baghdad",central
bagdad.mfa.gov.hu,4,wikidata,"Hungarian embassy, Baghdad",central
cbi.iq,4,wikidata,Central Bank of Iraq,
cmc.iq,4,wikidata,Communications and Media Commission,
ihec.iq,4,wikidata,Independent High Electoral Commission,central
iraqfsc.iq,4,wikidata,Supreme Court of Iraq,
mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Baghdad",central
nazaha.iq,4,wikidata,Commission of Integrity,
post.iq,4,wikidata,Iraqi Post,
src.edu.iq,4,wikidata,Scientific Research Commission,
b7or.net,3,wikidata,Badr News Agency,
ctgkurdistan.com,3,wikidata,CTG Kurdistan,
darculture.com,3,wikidata,The General House of Cultural Affairs,
eeas.europa.eu,3,wikidata,Delegation of the European Union to Iraq,
en.aswataliraq.info,3,wikidata,Aswat al-Iraq,
erbil.diplo.de,3,wikidata,"Consulate General of Germany, Erbil",
euam-iraq.eu,3,wikidata,European Union Advisory Mission in Iraq,
finlandabroad.fi,3,wikidata,embassy of Finland in Iraq,central
h-iftaa.com,3,wikidata,Q131315026,
iq.chineseembassy.org,3,wikidata,"Embassy of the People's Republic of China, Baghdad",central
irak.diplo.de,3,wikidata,"Embassy of Germany, Baghdad",central
iraq.mfa.am,3,wikidata,"Embassy of Armenia, Baghdad",central
iraq.mid.ru,3,wikidata,embassy of Russia in Iraq,central
mfa.gr,3,wikidata,embassy of Greece in Iraq,central
mzv.cz,3,wikidata,embassy of the Czech republic in Iraq,central
palestineembassyiniraq.net,3,wikidata,Embassy of the State of Palestine in Iraq,central
pressiraq.net,3,wikidata,Sada News Agency,
