hostname,score,sources,label,level
maorif.tj,7,wikidata;wikidata,Ministry of Education and Science of Tajikistan,central
mort.tj,7,wikidata;wikidata,Ministry of Defence,central
vfarhang.tj,7,wikidata;wikidata,Ministry of Culture of Tajikistan,central
constcourt.tj,6,wikidata,Constitutional Court of Tajikistan,central
president.tj,6,un_desa,UN/DESA national portal,
ansmi.tj,4,wikidata,Q137103754,
izar.tj,4,wikidata,Rudaki Institute of Language and Literature,
khkt.tj,4,wikidata,National Library of Tajikistan,
kmt.tj,4,wikidata,National Library of Tajikistan,
majmilli.tj,4,wikidata,National Assembly of Tajikistan,central
mitas.tj,4,wikidata,Institute of Mathematics National Academy of Science of Tajikistan,
nbt.tj,4,wikidata,National Bank of Tajikistan,
stat.tj,4,wikidata,TAJSTAT,central
tj.usembassy.gov,4,wikidata,embassy of the United States in Tajikistan,central
duschanbe.diplo.de,3,wikidata,"embassy of Germany, Dushanbe",central
dushanbe.mid.ru,3,wikidata,embassy of Russia in Tajikistan,central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Tajikistan,
tj.ambafrance.org,3,wikidata,"Embassy of France, Dushanbe",central
parlament.tj,2,wikidata;wikidata;wikidata,Assembly of Representatives | Supreme Assembly,central
