hostname,http_status,mx
airportsbahamas.com,301,10 hermes.airportsbahamas.com.; 0 airportsbahamas-com.mail.protection.outlook.com.
bahamas.com,301,0 bahamas-com.mail.protection.outlook.com.
bahamasdevelopmentbank.com,200,0 bahamasdevelopmentbank-com.mail.protection.outlook.com.
bahamasmaritime.com,301,0 bahamasmaritime-com.mail.protection.outlook.com.
bahamaspublicservice.com,301,1200 ghs.google.com.
bplco.com,301,0 bplco-com.mail.protection.outlook.com.
caabahamas.com,200,10 je-smtp-inbound-2.mimecast-offshore.com.; 10 je-smtp-inbound-1.mimecast-offshore.com.
centralbankbahamas.com,301,5 inbound-smtp.us-east-1.amazonaws.com.
dphbahamas.org,301,10 mxa.mailgun.org.; 10 mxb.mailgun.org.
energyandtransportbahamas.com,301,10 aspmx.l.google.com.; 40 alt3.aspmx.l.google.com.; 50 alt4.aspmx.l.google.com.; 20 alt1.aspmx.l.google.com.; 30 alt2.aspmx.l.google.com.
gamingboardbahamas.com,301,0 mail.gamingboardbahamas.com.
ministryforgb.com,301,none
ministryofeducationbahamas.com,301,none
moh-ur.com,301,10 mx2.hostinger.com.
nema-bahamas.info,200,none
nib-bahamas.com,ConnectException,10 mail.nib-bahamas.com.; 20 mail-dr.nib-bahamas.com.
phabahamas.org,HttpConnectTimeoutException: HTTP connect timed out,10 phabahamas-org.mail.protection.outlook.com.
royalbahamaspolice.org,200,0 royalbahamaspolice.org.
trade-commission.netcluesdemo.com,200,none
wsc.com.bs,200,10 mail.wsc.com.bs.
