hostname,http_status,mx
aai.aero,HttpConnectTimeoutException: HTTP connect timed out,5 mail.aai.aero.; 5 mail1.aai.aero.
agricoop.nic.in,ConnectException,none
aicte-india.org,SSLHandshakeException: Remote host terminated the handshake,30 alt4.aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 30 alt2.aspmx.l.google.com.; 30 alt3.aspmx.l.google.com.
aiwc.res.in,301,0 mail.aiwc.res.in.
allahabadhighcourt.in,HttpConnectTimeoutException: HTTP connect timed out,10 mail.allahabadhighcourt.in.
ambafrance-in.org,ConnectException,5 mta-gw.infomaniak.ch.
ambaguineedelhi.com,ConnectException,none
ambardc-india.com,301,none
ambatogoindia.com,ConnectException,none
anantnag.nic.in,200,none
angolaembassyindia.com,200,0 _dc-mx.fabaea7b1a2c.angolaembassyindia.com.
aplegislature.org,403,none
apostolicnunciatureindia.com,HttpTimeoutException: request timed out,10 aspmx2.googlemail.com.; 5 alt2.aspmx.l.google.com.; 10 aspmx3.googlemail.com.; 1 aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.
arunachalpradesh.nic.in,ConnectException,none
arunpol.nic.in,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,50 mx3.mgovcloud.in.; 20 mx2.mgovcloud.in.; 10 mx.mgovcloud.in.
as1.ori.nic.in,ConnectException,none
asansoldurgapurpolice.in,HttpConnectTimeoutException: HTTP connect timed out,none
asi.nic.in,200,none
asmcjaunpur.edu.in,200,10 mx2.hostinger.in.; 5 mx1.hostinger.in.
assambidhansabha.org,302,0 smtp.secureserver.net.; 10 mailstore1.secureserver.net.
assamrenewable.org,301,none
atarijodhpur.res.in,200,0 mail.atarijodhpur.res.in.
banksboardbureau.org.in,ConnectException,none
barrackporecitypolice.in,ConnectException,none
bdhcdelhi.org,200,10 mx2.hostinger.in.; 5 mx1.hostinger.in.
biharpolice.bih.nic.in,HttpConnectTimeoutException: HTTP connect timed out,none
bihembassyin.com,525,1200 ghs.google.com.
bis.org.in,302,10 mx.mgovcloud.in.; 50 mx3.mgovcloud.in.; 20 mx2.mgovcloud.in.
bobpigo.org,200,10 alt3.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 1 aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.
