field,text
country_name,"none"
government_type,"federal parliamentary constitutional monarchy"
capital,"Kuala Lumpur"
chief_of_state,"King Sultan IBRAHIM ibni al-Marhum Sultan Iskandar (since 31 January 2024)"
head_of_government,"Prime Minister ANWAR Ibrahim (since 24 November 2022)"
judicial_highest_courts,"Federal Court (consists of the chief justice, president of the Court of Appeal, chief justice of the High Court of Malaya, chief judge of the High Court of Sabah and Sarawak, 8 judges, and 1 ""additional"" judge)"
constitution_history,"previous 1948; latest drafted 21 February 1957, effective 27 August 1957"
