field,text
country_name,"Republic of Kenya"
government_type,"presidential republic"
capital,"Nairobi"
chief_of_state,"President William RUTO (since 13 September 2022)"
head_of_government,"President William RUTO (since 13 September 2022)"
judicial_highest_courts,"Supreme Court (consists of chief and deputy chief justices and 5 judges)"
constitution_history,"current constitution passed by referendum on 4 August 2010"
