hostname,score,sources,label,level
cbl.org.lr,4,wikidata,Central Bank of Liberia,
lr.usembassy.gov,4,wikidata,"Embassy of the United States, Monrovia",central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Liberia,
lr.ambafrance.org,3,wikidata,"Embassy of France, Monrovia",central
monrovia.diplo.de,3,wikidata,"Embassy of Germany, Monrovia",central
necliberia.org,3,wikidata,National Elections Commission of Liberia,central
swedenabroad.se,3,wikidata,"Embassy of Sweden, Monrovia",central
