subdomain,http_status
admin.esigl.sante.gov.gn,"Could not resolve host: admin.esigl.sante.gov.gn"
admin.presidence.gov.gn,"200"
courrier.mef.gov.gn,"Could not resolve host: courrier.mef.gov.gn"
bdg.gouvernement.gov.gn,"SSL: no alternative certificate subject name matches target hostname 'bdg.gouvernement.gov.gn'"
anien.gov.gn,"Failed to connect to anien.gov.gn port 443 after 185 ms: Could not connect to server"
autodiscover.arpt.gov.gn,"Failed to connect to autodiscover.arpt.gov.gn port 443 after 185 ms: Could not connect to server"
balance.mef.gov.gn,"Could not resolve host: balance.mef.gov.gn"
bdg.gov.gn,"Could not resolve host: bdg.gov.gn"
arpt.gov.gn,"Could not resolve host: arpt.gov.gn"
cloud.anssi.gov.gn,"Could not resolve host: cloud.anssi.gov.gn"
cocan2023.gov.gn,"Could not resolve host: cocan2023.gov.gn"
centif.mef.gov.gn,"Could not resolve host: centif.mef.gov.gn"
bi.esigl.sante.gov.gn,"Could not resolve host: bi.esigl.sante.gov.gn"
dao.mef.gov.gn,"Could not resolve host: dao.mef.gov.gn"
config.mae.gov.gn,"Could not resolve host: config.mae.gov.gn"
db.esigl.sante.gov.gn,"Could not resolve host: db.esigl.sante.gov.gn"
cpanel.mef.gov.gn,"Could not resolve host: cpanel.mef.gov.gn"
collabora.mines.gov.gn,"Failed to connect to collabora.mines.gov.gn port 443 after 223 ms: Could not connect to server"
cfu.mbudget.gov.gn,"Could not resolve host: cfu.mbudget.gov.gn"
dashboard.mef.gov.gn,"Could not resolve host: dashboard.mef.gov.gn"
cpanel.dni.gov.gn,"Could not resolve host: cpanel.dni.gov.gn"
ambaguichine.gov.gn,"200"
courrier.fodip.gov.gn,"Could not resolve host: courrier.fodip.gov.gn"
bmc.gouvernement.gov.gn,"SSL: no alternative certificate subject name matches target hostname 'bmc.gouvernement.gov.gn'"
assemblee.gov.gn,"Failed to connect to assemblee.gov.gn port 443 after 317 ms: Could not connect to server"
dncf.mef.gov.gn,"Could not resolve host: dncf.mef.gov.gn"
codebarre.mbudget.gov.gn,"Could not resolve host: codebarre.mbudget.gov.gn"
dncmp.mef.gov.gn,"Could not resolve host: dncmp.mef.gov.gn"
dndapd.mef.gov.gn,"Could not resolve host: dndapd.mef.gov.gn"
dneep.mef.gov.gn,"Could not resolve host: dneep.mef.gov.gn"
cpcontacts.fonctionpublique.gov.gn,"Could not resolve host: cpcontacts.fonctionpublique.gov.gn"
