subdomain,http_status
big.gouv.sn,"Could not resolve host: big.gouv.sn"
autodiscover.micatti.gouv.sn,"Could not resolve host: autodiscover.micatti.gouv.sn"
av.micatti.gouv.sn,"Could not resolve host: av.micatti.gouv.sn"
cpanel.maisondelapresse.gouv.sn,"Could not resolve host: cpanel.maisondelapresse.gouv.sn"
autodiscover.gouv.sn,"Could not resolve host: autodiscover.gouv.sn"
cpanel.armee.gouv.sn,"Could not resolve host: cpanel.armee.gouv.sn"
cpanel.acbep.gouv.sn,"Could not resolve host: cpanel.acbep.gouv.sn"
cpanel.apams.gouv.sn,"Could not resolve host: cpanel.apams.gouv.sn"
cpanel.anam.gouv.sn,"Could not resolve host: cpanel.anam.gouv.sn"
annuairehorsreseau.gouv.sn,"SSL certificate problem: certificate has expired"
cpanel.commerce.gouv.sn,"Could not resolve host: cpanel.commerce.gouv.sn"
cpanel.marinenationale.gouv.sn,"Could not resolve host: cpanel.marinenationale.gouv.sn"
cpanel.justice.gouv.sn,"Could not resolve host: cpanel.justice.gouv.sn"
covid19.gouv.sn,"SSL certificate problem: certificate has expired"
cpanel.dgsfc.gouv.sn,"Could not resolve host: cpanel.dgsfc.gouv.sn"
cpanel.haw.gouv.sn,"Could not resolve host: cpanel.haw.gouv.sn"
cpanel.asp.gouv.sn,"Could not resolve host: cpanel.asp.gouv.sn"
cpanel.dri.gouv.sn,"Could not resolve host: cpanel.dri.gouv.sn"
cpanel.caosp-pikine.gouv.sn,"Could not resolve host: cpanel.caosp-pikine.gouv.sn"
cpanel.eau-assainissement.gouv.sn,"Could not resolve host: cpanel.eau-assainissement.gouv.sn"
cpanel.dgtss.gouv.sn,"Could not resolve host: cpanel.dgtss.gouv.sn"
cilec.migrationirreguliere.gouv.sn,"SSL: no alternative certificate subject name matches target hostname 'cilec.migrationirreguliere.gouv.sn'"
cpanel.comiac.gouv.sn,"Could not resolve host: cpanel.comiac.gouv.sn"
cpanel.decentralisation.gouv.sn,"Could not resolve host: cpanel.decentralisation.gouv.sn"
cpanel.damcp.gouv.sn,"Could not resolve host: cpanel.damcp.gouv.sn"
cpanel.coursupreme.gouv.sn,"Could not resolve host: cpanel.coursupreme.gouv.sn"
