subdomain,http_status,mx
api.iresource.gov.sb,Could not resolve host: api.iresource.gov.sb,none
app.customs.gov.sb,Failed to connect to app.customs.gov.sb port 443 after 651 ms: Could not connect to server,none
autodiscover.mof.gov.sb,Failed to connect to autodiscover.mof.gov.sb port 443 after 407 ms: Could not connect to server,none
autodiscover.mwycfa.gov.sb,Failed to connect to autodiscover.mwycfa.gov.sb port 443 after 393 ms: Could not connect to server,none
autodiscover.ntf.gov.sb,SSL: no alternative certificate subject name matches target hostname 'autodiscover.ntf.gov.sb',none
autodiscover.parliament.gov.sb,302,none
autodiscover.reddplussolomonislands.gov.sb,Could not resolve host: autodiscover.reddplussolomonislands.gov.sb,none
autodiscover.sieiti.gov.sb,400,none
autodiscover.sig.gov.sb,Failed to connect to autodiscover.sig.gov.sb port 443 after 598 ms: Could not connect to server,none
autodiscover.sima.gov.sb,Failed to connect to autodiscover.sima.gov.sb port 443 after 106 ms: Could not connect to server,none
biosecurity.gov.sb,301,0 sig-gov-sb.mail.protection.outlook.com.
caasi.gov.sb,200,0 sig-gov-sb.mail.protection.outlook.com.
citrix.sig.gov.sb,404,none
commerce.gov.sb,200,0 sig-gov-sb.mail.protection.outlook.com.
cpanel.mwycfa.gov.sb,Could not resolve host: cpanel.mwycfa.gov.sb,none
cpanel.ntf.gov.sb,SSL: no alternative certificate subject name matches target hostname 'cpanel.ntf.gov.sb',none
cpanel.reddplussolomonislands.gov.sb,200,none
cpanel.sieiti.gov.sb,200,none
cpanel.sima.gov.sb,200,none
cpcalendars.mwycfa.gov.sb,Could not resolve host: cpcalendars.mwycfa.gov.sb,none
cpcalendars.ntf.gov.sb,SSL: no alternative certificate subject name matches target hostname 'cpcalendars.ntf.gov.sb',none
cpcalendars.reddplussolomonislands.gov.sb,503,none
cpcalendars.sieiti.gov.sb,503,none
cpcalendars.sima.gov.sb,301,none
cpcontacts.mwycfa.gov.sb,Could not resolve host: cpcontacts.mwycfa.gov.sb,none
cpcontacts.ntf.gov.sb,SSL: no alternative certificate subject name matches target hostname 'cpcontacts.ntf.gov.sb',none
cpcontacts.reddplussolomonislands.gov.sb,503,none
cpcontacts.sieiti.gov.sb,503,none
cpcontacts.sima.gov.sb,301,none
customs.gov.sb,200,0 sig-gov-sb.mail.protection.outlook.com.
digital.iresource.gov.sb,Could not resolve host: digital.iresource.gov.sb,none
discuss.iresource.gov.sb,Could not resolve host: discuss.iresource.gov.sb,none
dspace.iresource.gov.sb,Could not resolve host: dspace.iresource.gov.sb,none
egate.sima.gov.sb,200,none
etax.ird.gov.sb,200,none
fisheries.gov.sb,SSL: no alternative certificate subject name matches target hostname 'fisheries.gov.sb',none
gov.sb,ConnectException,none
gp.sisnet.gov.sb,TLS connect error: error:0A000152:SSL routines::unsafe legacy renegotiation disabled,none
hgw1.sisnet.gov.sb,TLS connect error: error:0A000152:SSL routines::unsafe legacy renegotiation disabled,none
investsolomon.gov.sb,Could not resolve host: investsolomon.gov.sb,none
investsolomons.gov.sb,302,none
ird.gov.sb,TLS connect error: error:0A000126:SSL routines::unexpected eof while reading,none
iresource.gov.sb,SSL certificate problem: self-signed certificate,20 mx2.zoho.com.; 50 mx3.zoho.com.; 10 mx.zoho.com.
labour.gov.sb,301,5 alt2.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.
lands.gov.sb,301,0 sig-gov-sb.mail.protection.outlook.com.
lawreform.gov.sb,301,none
link.sima.gov.sb,Could not resolve host: link.sima.gov.sb,25 track.smtp2go.net.
mail.mwycfa.gov.sb,Could not resolve host: mail.mwycfa.gov.sb,none
mail.ntf.gov.sb,SSL: no alternative certificate subject name matches target hostname 'mail.ntf.gov.sb',none
mail.parliament.gov.sb,302,none
mail.reddplussolomonislands.gov.sb,Could not resolve host: mail.reddplussolomonislands.gov.sb,none
mail.sieiti.gov.sb,200,none
mail.sig.gov.sb,Could not resolve host: mail.sig.gov.sb,none
mail.sima.gov.sb,Could not resolve host: mail.sima.gov.sb,none
mailserver.mof.gov.sb,Could not resolve host: mailserver.mof.gov.sb,none
mailserver.pmc.gov.sb,Could not resolve host: mailserver.pmc.gov.sb,none
mailserver.sig.gov.sb,Could not resolve host: mailserver.sig.gov.sb,none
mca.gov.sb,301,none
mecdm.gov.sb,SSL certificate problem: certificate has expired,none
mecm.gov.sb,Connection timed out after 3002 milliseconds,none
mehrd.gov.sb,200,none
met.gov.sb,200,10 spamtitan.telekom.net.sb.
mfaet.gov.sb,301,0 sig-gov-sb.mail.protection.outlook.com.
mmere.gov.sb,SSL certificate problem: certificate has expired,none
mof.gov.sb,Connection timed out after 3002 milliseconds,none
mofr.gov.sb,200,none
mpgis.gov.sb,301,none
