hostname,score,sources,label,level
rada.crimea.ua,7,wikidata;wikidata,Supreme Council of Crimea,central-1
bcdst.kiev.ua,4,wikidata,"State Enterprise ""KYIV REGIONAL RESEARCH AND PRODUCTION CENTER FOR STANDARDIZATION, METROLOGY AND CERTIFICATION""",central-1
oblrada.dp.ua,4,wikidata,Dnipropetrovsk Oblast Council,central-1
oblrada.kharkov.ua,4,wikidata,Kharkiv Oblast Council,central-1
oblrada.kr.ua,4,wikidata,Kirovohrad Oblast Council,central-1
oblrada.lg.ua,4,wikidata,Luhansk Oblast Council,central-1
alexandria.kr.ua,4,wikidata,Oleksandria municipality,local
city.kharkov.ua,4,wikidata,Kharkiv City council,local
city.kherson.ua,4,wikidata,Kherson City Council,local
dgcsms.dp.ua,4,wikidata,"State Enterprise “Dnipropetrovsk Regional State Research and Technical Center for Standardization, Metrology and Certification”",local
kurnenska.gromada.org.ua,4,wikidata,Q19568987,local
lipovec.com.ua,4,wikidata,Lypovets Municipality,local
lugyny.rada.org.ua,4,wikidata,Q17095354,local
monastyryska.rada.org.ua,4,wikidata,Monastyryska City Council,local
novovoroncovka.rada.org.ua,4,wikidata,Q19936632,local
ostroh.rv.ua,4,wikidata,Ostroh City Council,local
ovruch.in.ua,4,wikidata,Q20083190,local
rada.te.ua,4,wikidata,Ternopil City Council,local
satanivska.gromada.org.ua,4,wikidata,Q22696053,local
savranrada.odessa.ua,4,wikidata,Savran Town council,local
siverskarada.com.ua,4,wikidata,Q20093768,local
slobidka.kl.com.ua,4,wikidata,Q22696032,local
stanyshivska.gromada.org.ua,4,wikidata,Q17095506,local
svitlodarsk-rada.dn.ua,4,wikidata,Q20092822,local
torez.dn.ua,4,wikidata,Torez City council,local
yasinovataya.org.ua,4,wikidata,Yasynuvata City Council,local
alushta.info,3,wikidata,Alushta city council,local
armgov.ru,3,wikidata,Armyansk municipality council,local
feodosea.com,3,wikidata,Feodosiya City Council,local
misto.okhtyrka.net,3,wikidata,Okhtyrka City Council,local
novograd.osp-ua.info,3,wikidata,Q20082956,local
pyriatyn.osp-ua.info,3,wikidata,Piryatinska City Council,local
rada.konotop.org,3,wikidata,Konotop City Council,local
voznesensk.org,3,wikidata,Q20074712,local
