domain,level,name
aeldremin.dk,central,
bm.dk,central,
denmark.dk,central,
em.dk,central,
fm.dk,central,
fmn.dk,central,
folkatingid.dk,central,
folketingi.dk,central,
ft.dk,central,
ism.dk,central,
justitsministeriet.dk,central,
kefm.dk,central,
km.dk,central,
kum.dk,central,
mgtp.dk,central,
mssb.dk,central,
regeringen.dk,central,
skm.dk,central,
stm.dk,central,
thedanishparliament.dk,central,
trm.dk,central,
