hostname,score,sources,label,level
borger.dk,7,linkgraph,Linked from 22 public-sector domains,
digst.dk,7,linkgraph,Linked from 65 public-sector domains,
oscepa.org,6,wikidata;wikidata,Parliamentary Assembly of the Organization for Security and Co-operation in Europe,
retsinformation.dk,6,linkgraph,Linked from 11 public-sector domains,
datatilsynet.dk,5,linkgraph,Linked from 6 public-sector domains,
mitid.dk,5,linkgraph,Linked from 6 public-sector domains,
virk.dk,5,linkgraph,Linked from 9 public-sector domains,
naevneneshus.dk,4,linkgraph,Linked from 3 public-sector domains,
politi.dk,4,linkgraph,Linked from 3 public-sector domains,
sikkerdigital.dk,4,linkgraph,Linked from 4 public-sector domains,
stps.dk,4,linkgraph,Linked from 3 public-sector domains,
sundhed.dk,4,linkgraph,Linked from 3 public-sector domains,
