hostname,http_status,mx
apiacapulcoport.com,200,none
banamex.com,301,5 mx-a.mail.citi.com.; 5 mx-b.mail.citi.com.
banxico.org.mx,ConnectException,25 mail4.banxico.org.mx.; 25 mail2.banxico.org.mx.
bnm.iib.unam.mx,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
cardiologia.org.mx,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,5 smtp.cardiologia.org.mx.
ccemx.org,403,10 mx001.spacemail.xion.oxcs.net.; 10 mx003.spacemail.xion.oxcs.net.; 10 mx002.spacemail.xion.oxcs.net.; 10 mx004.spacemail.xion.oxcs.net.
cdhcm.org.mx,200,10 mail.cdhcm.org.mx.
ciad.mx,301,10 alt4.aspmx.l.google.com.; 5 ALT1.aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 ALT2.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.
ciatej.mx,200,0 ciatej-mx.mail.protection.outlook.com.
cofece.mx,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,0 cofece-mx.mail.protection.outlook.com.
conahcyt.mx,301,0 conahcyt-mx.mail.protection.outlook.com.
conapred.org.mx,ConnectException,0 conapred-org-mx.mail.protection.outlook.com.
culturamazatlan.mx,301,none
eeas.europa.eu,200,10 mxb-00338601.gslb.pphosted.com.; 10 mxa-00338601.gslb.pphosted.com.
embadom.org,302,1 aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.
embajadadecostarica.com.mx,200,0 mail.embajadadecostarica.com.mx.
embajadasaharauimexico.org,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching embajadasaharauimexico.org found.,10 mx2-hosting.jellyfish.systems.; 5 mx1-hosting.jellyfish.systems.; 20 mx3-hosting.jellyfish.systems.
embajadasudafrica.mx,200,66 route3.mx.cloudflare.net.; 12 route2.mx.cloudflare.net.; 18 route1.mx.cloudflare.net.
escolapiosmexico.org,301,0 escolapiosmexico.org.
fgr.org.mx,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,dig error
finlandabroad.fi,301,10 mail.valtori.fi.
franciscanosenmexico.com.mx,200,10 mail.franciscanosenmexico.com.mx.
geoint.mx,200,20 mx1.geoint.mx.; 0 mail.geoint.mx.
ieebc.mx,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,1 ASPMX.L.GOOGLE.COM.; 10 ALT4.ASPMX.L.GOOGLE.COM.; 5 ALT2.ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.; 10 ALT3.ASPMX.L.GOOGLE.COM.
ieechihuahua.org.mx,200,0 ieechihuahua-org-mx.mail.protection.outlook.com.
inap.mx,200,0 inap.mx.
inegi.org.mx,200,10 inegi-org-mx.mail.protection.outlook.com.
insp.mx,200,0 insp-mx.mail.protection.outlook.com.
international.gouv.qc.ca,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching international.gouv.qc.ca found.,none
jesuitasmexico.org,200,none
mexico.mae.ro,ConnectException,none
mexico.mfa.am,301,none
mexico.mid.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
mexico.um.dk,301,none
mexiko.ahk.de,302,none
mexiko.diplo.de,200,none
mexiko.mfa.gov.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
mexikovaros.mfa.gov.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
mfa.bg,302,0 mfa-bg.mail.protection.outlook.com.
mfa.gr,403,10 mailhost.mfa.gr.
mofaic.gov.ae,IOException: HTTP/1.1 header parser received no bytes,10 smartmail1.fednet.gov.ae.; 20 smartmail2.fednet.gov.ae.
mx.ambafrance.org,301,none
mzv.cz,302,10 mzvczemta06.mzv.cz.; 50 mzvczemta05.mzv.cz.
mzv.sk,301,10 mail.gov.sk.
nigerianembmexico.org,301,10 mx.zoho.com.
norway.no,301,0 mx.domeneshop.no.
oplever.org.mx,403,10 mail.oplever.org.mx.
portalmx.infonavit.org.mx,403,none
programasotavento.blogspot.com,200,none
sites.google.com,302,none
snieg.mx,301,10 snieg-mx.mail.protection.outlook.com.
swedenabroad.com,301,none
usmcoc.org,200,0 usmcoc-org.mail.protection.outlook.com.
web.roc-taiwan.org,HttpConnectTimeoutException: HTTP connect timed out,none
