subdomain,http_status
ams.ep.gov.lk.erplk.com,"TLS connect error: error:0A000458:SSL routines::tlsv1 unrecognized name"
cep.rda.gov.lk,"Could not resolve host: cep.rda.gov.lk"
afs.gov.lk,"Could not resolve host: afs.gov.lk"
autodiscover.sec.gov.lk,"Failed to connect to autodiscover.sec.gov.lk port 443 after 309 ms: Could not connect to server"
autodiscover.trc.gov.lk,"Failed to connect to autodiscover.trc.gov.lk port 443 after 379 ms: Could not connect to server"
aerc.gov.lk,"200"
cfc.gov.lk,"200"
ams.ep.gov.lk,"302"
agrimin.nw.gov.lk,"SSL certificate problem: self-signed certificate"
cda.gov.lk,"200"
card.ranaviruseva.gov.lk,"SSL: no alternative certificate subject name matches target hostname 'card.ranaviruseva.gov.lk'"
ambalangoda.uc.gov.lk,"200"
asmp.mpi.gov.lk,"200"
ayagama.ps.gov.lk,"301"
cfhc.gov.lk,"302"
ceynor.gov.lk,"200"
agridept.sp.gov.lk,"200"
angunakolapelessa.ps.gov.lk,"SSL: no alternative certificate subject name matches target hostname 'angunakolapelessa.ps.gov.lk'"
autodiscover.usda.gov.lk,"Could not resolve host: autodiscover.usda.gov.lk"
cadreinfo.sg.gov.lk,"SSL certificate problem: self-signed certificate"
archicad.healthmin.nw.gov.lk,"200"
agrimin.cp.gov.lk,"200"
bibile.ps.gov.lk,"200"
ciaboc.gov.lk,"403"
autodiscover.iroad.rda.gov.lk,"Could not resolve host: autodiscover.iroad.rda.gov.lk"
ccf.gov.lk,"200"
bcgr.gov.lk,"Could not resolve host: bcgr.gov.lk"
autodiscover.webmail.aeb.gov.lk,"Could not resolve host: autodiscover.webmail.aeb.gov.lk"
balangoda.uc.gov.lk,"200"
costi.gov.lk,"200"
cp.gov.lk,"302"
autodiscover.engdept.nw.gov.lk,"400"
aeb.gov.lk,"200"
ayurveda.cp.gov.lk,"200"
cpanel.costi.gov.lk,"Could not resolve host: cpanel.costi.gov.lk"
agrimin.nc.gov.lk,"301"
agridept.nc.gov.lk,"200"
autodiscover.rpta.wp.gov.lk,"Could not resolve host: autodiscover.rpta.wp.gov.lk"
coconut.gov.lk,"Failed to connect to coconut.gov.lk port 443 after 2018 ms: Could not connect to server"
cdda.gov.lk,"SSL: no alternative certificate subject name matches target hostname 'cdda.gov.lk'"
bhpanadura.health.gov.lk,"SSL certificate problem: certificate has expired"
autodiscover.aerc.gov.lk,"Could not resolve host: autodiscover.aerc.gov.lk"
batticaloa.mc.gov.lk,"SSL certificate problem: unable to get local issuer certificate"
autodiscover.cep.rda.gov.lk,"Could not resolve host: autodiscover.cep.rda.gov.lk"
childsec.gov.lk,"SSL certificate problem: certificate has expired"
ayurvedadept.nc.gov.lk,"SSL: no alternative certificate subject name matches target hostname 'ayurvedadept.nc.gov.lk'"
bimsaviya.gov.lk,"SSL: no alternative certificate subject name matches target hostname 'bimsaviya.gov.lk'"
coop.gov.lk,"200"
ars.batticaloa.mc.gov.lk,"Could not resolve host: ars.batticaloa.mc.gov.lk"
autodiscover.balangoda.uc.gov.lk,"400"
autodiscover.dickwella.ps.gov.lk,"Could not resolve host: autodiscover.dickwella.ps.gov.lk"
autodiscover.prda.nc.gov.lk,"Could not resolve host: autodiscover.prda.nc.gov.lk"
ars.nimh.health.gov.lk,"Could not resolve host: ars.nimh.health.gov.lk"
buildings.gov.lk,"301"
autodiscover.embilipitiya.ps.gov.lk,"Could not resolve host: autodiscover.embilipitiya.ps.gov.lk"
content.lankagate.gov.lk,"Could not resolve host: content.lankagate.gov.lk"
cmc.elg.gov.lk,"403"
ayurvedicmedicoun.gov.lk,"Could not resolve host: ayurvedicmedicoun.gov.lk"
annualtransfer.hrmis.health.gov.lk,"500"
cpanel.aerc.gov.lk,"Could not resolve host: cpanel.aerc.gov.lk"
autodiscover.megapolis.gov.lk,"Could not resolve host: autodiscover.megapolis.gov.lk"
admin.nuwaraeliya.mc.gov.lk,"Could not resolve host: admin.nuwaraeliya.mc.gov.lk"
balapitiya.ps.gov.lk,"200"
aphdept.nc.gov.lk,"200"
clean.energy.gov.lk,"SSL: no alternative certificate subject name matches target hostname 'clean.energy.gov.lk'"
cpanel.megapolis.gov.lk,"Could not resolve host: cpanel.megapolis.gov.lk"
cpanel.batticaloa.mc.gov.lk,"Could not resolve host: cpanel.batticaloa.mc.gov.lk"
bulathkohupitiya.ps.gov.lk,"200"
cpanel.engdept.nw.gov.lk,"200"
autodiscover.agri.cp.gov.lk,"Could not resolve host: autodiscover.agri.cp.gov.lk"
cpanel.cfhc.gov.lk,"Could not resolve host: cpanel.cfhc.gov.lk"
cpanel.bhb.health.gov.lk,"Could not resolve host: cpanel.bhb.health.gov.lk"
aea.gov.lk,"Connection timed out after 3002 milliseconds"
agri.cp.gov.lk,"Connection timed out after 3000 milliseconds"
balangoda.ps.gov.lk,"200"
aims.agridept.sp.gov.lk,"Connection timed out after 3000 milliseconds"
