subdomain,http_status,mx
alreco.inclusion.gob.es,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
api.recex.inclusion.gob.es,403,
api.sannar.inclusion.gob.es,403,
api.sannar.int.inclusion.gob.es,403,
autodiscover.inclusion.gob.es,ConnectException > ClosedChannelException,
bibliovirtual.inclusion.gob.es,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
correo.inclusion.gob.es,ConnectException > UnresolvedAddressException,
correoweb.inclusion.gob.es,ConnectException > UnresolvedAddressException,
extranet.inclusion.gob.es,ConnectException > UnresolvedAddressException,
file.sannar.inclusion.gob.es,SSLHandshakeException > CertificateException: No subject alternative DNS name matching file.sannar.inclusion.gob.es found.,
inclusion.gob.es,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
migrasafe.inclusion.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
oficinamovil.inclusion.gob.es,ConnectException > UnresolvedAddressException,
portalwifi1.inclusion.gob.es,ConnectException > UnresolvedAddressException,
portalwifi2.inclusion.gob.es,ConnectException > UnresolvedAddressException,
recex.inclusion.gob.es,200,
sannar.inclusion.gob.es,200,
sannar.int.inclusion.gob.es,403,
sede.inclusion.gob.es,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
ucraniaurgente.inclusion.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
wafira.inclusion.gob.es,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
www.inclusion.gob.es,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
www.oficinamovil.inclusion.gob.es,ConnectException > UnresolvedAddressException,
