subdomain,http_status,mx
centrocompetencias.mapa.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
dataia-dev.mapa.gob.es,ConnectException > UnresolvedAddressException,
dataia.mapa.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
desa-servicio.mapa.gob.es,ConnectException > UnresolvedAddressException,
desa-servicios.mapa.gob.es,ConnectException > UnresolvedAddressException,
dev-dataia.mapa.gob.es,ConnectException > UnresolvedAddressException,
eportal-t.mapa.gob.es,ConnectException > UnresolvedAddressException,
eportal.mapa.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
formacion-servicio.mapa.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
integra-servicio.mapa.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
iportal-t.mapa.gob.es,ConnectException > UnresolvedAddressException,
iportal.mapa.gob.es,ConnectException > UnresolvedAddressException,
mapa.gob.es,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
origin.mapa.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
preservicio.mapa.gob.es,ConnectException > UnresolvedAddressException,
preservicio2.mapa.gob.es,ConnectException > UnresolvedAddressException,
reposig.mapa.gob.es,ConnectException > UnresolvedAddressException,
sede.mapa.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
servicio.mapa.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
servicios.mapa.gob.es,ConnectException > UnresolvedAddressException,
sig.mapa.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
sigapps.mapa.gob.es,ConnectException > UnresolvedAddressException,
sigintranet.mapa.gob.es,ConnectException > UnresolvedAddressException,
sigintranettile1.mapa.gob.es,ConnectException > UnresolvedAddressException,
sigpac.mapa.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
sigtile1.mapa.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
soportesig.mapa.gob.es,ConnectException > UnresolvedAddressException,
test-eportal.mapa.gob.es,ConnectException > UnresolvedAddressException,
test-iportal.mapa.gob.es,ConnectException > UnresolvedAddressException,
test-sede.mapa.gob.es,ConnectException > UnresolvedAddressException,
test-servicio.mapa.gob.es,ConnectException > UnresolvedAddressException,
test-servicios.mapa.gob.es,ConnectException > UnresolvedAddressException,
wms.mapa.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
wmts.mapa.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
www.dataia-dev.mapa.gob.es,ConnectException > UnresolvedAddressException,
www.dataia.mapa.gob.es,ConnectException > UnresolvedAddressException,
www.dev-dataia.mapa.gob.es,ConnectException > UnresolvedAddressException,
www.mapa.gob.es,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
