subdomain,http_status,mx
admin.cte.mcu.es,ConnectException > UnresolvedAddressException,
auditorionacional.mcu.es,ConnectException > UnresolvedAddressException,
balletnacional.mcu.es,ConnectException > UnresolvedAddressException,
bibliotecacdaem.inaem.mcu.es,ConnectException > UnresolvedAddressException,
bibliotecacdt.mcu.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
casarray.mnrs.mcu.es,ConnectException > UnresolvedAddressException,
cdaem.mcu.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
cdmyd.mcu.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
cdn.mcu.es,ConnectException > UnresolvedAddressException,
cndanza.mcu.es,ConnectException > UnresolvedAddressException,
cndm.mcu.es,ConnectException > UnresolvedAddressException,
correo.mcu.es,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
cte.mcu.es,ConnectException > UnresolvedAddressException,
cursos.cte.mcu.es,ConnectException > UnresolvedAddressException,
inaem.mcu.es,ConnectException > UnresolvedAddressException,
inclusioninaem.mcu.es,ConnectException > UnresolvedAddressException,
intra.mcu.es,ConnectException > UnresolvedAddressException,
jonde.mcu.es,ConnectException > UnresolvedAddressException,
labs.mcu.es,ConnectException > UnresolvedAddressException,
magalia.mcu.es,ConnectException > UnresolvedAddressException,
mantenimiento.inaem.mcu.es,ConnectException > UnresolvedAddressException,
mcu.es,ConnectException,10 mail1.correo.gob.es.; 10 mail2.correo.gob.es.
museoteatro.mcu.es,ConnectException > UnresolvedAddressException,
ocne.mcu.es,ConnectException > UnresolvedAddressException,
panel.cte.mcu.es,ConnectException > UnresolvedAddressException,
platea.mcu.es,ConnectException > UnresolvedAddressException,
selladotiempo-les.mcu.es,ConnectException > UnresolvedAddressException,
sgcb.mcu.es,ConnectException > UnresolvedAddressException,
teatro-independiente.mcu.es,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
teatroclasico.mcu.es,ConnectException > UnresolvedAddressException,
teatrodelazarzuela.mcu.es,ConnectException > UnresolvedAddressException,
www.auditorionacional.mcu.es,ConnectException > UnresolvedAddressException,
www.cndm.mcu.es,ConnectException > UnresolvedAddressException,
www.cte.mcu.es,ConnectException > UnresolvedAddressException,
www.inaem.mcu.es,ConnectException > UnresolvedAddressException,
www.mcu.es,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
wwwinaem.mcu.es,ConnectException > UnresolvedAddressException,
wwws.mcu.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
