subdomain,http_status,mx
autodiscover.cultura.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
canal.cultura.gob.es,ConnectException > UnresolvedAddressException,
carmen.cultura.gob.es,ConnectException > UnresolvedAddressException,
clubdelecturapremiosnacionales.cultura.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
correo.cultura.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
cultura.gob.es,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
envioscerralbo.cultura.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
enviosipce.cultura.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
enviosmna.cultura.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
enviosmuseoamerica.cultura.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
enviosmuseos.cultura.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
enviosromanticismo.cultura.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
extranet.cultura.gob.es,ConnectException > UnresolvedAddressException,
hispanapro.cultura.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
inaem.cultura.gob.es,ConnectException > UnresolvedAddressException,
inscripcionmuseos.cultura.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
intra.cultura.gob.es,ConnectException > UnresolvedAddressException,
intraicaa.cultura.gob.es,ConnectException > UnresolvedAddressException,
libreria.cultura.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
libreriainaem.cultura.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
libsafe-filmoteca.cultura.gob.es,ConnectException > UnresolvedAddressException,
libsafe.cultura.gob.es,ConnectException > UnresolvedAddressException,
lumiere.cultura.gob.es,ConnectException > UnresolvedAddressException,
notificaicaa.cultura.gob.es,ConnectException > UnresolvedAddressException,
sts.cultura.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
suscripcioncerralbo.cultura.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
suscripcionromanticismo.cultura.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
www.cultura.gob.es,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
www.hispanapro.cultura.gob.es,ConnectException > UnresolvedAddressException,
www.libreria.cultura.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
www.portalinmaterial.cultura.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
