subdomain,http_status,mx
acc-idp-backoffice.gov.gd,Could not resolve host: acc-idp-backoffice.gov.gd,none
acc-login-tax.gov.gd,Could not resolve host: acc-login-tax.gov.gd,none
acc-mts-cr.gov.gd,Could not resolve host: acc-mts-cr.gov.gd,none
acc-mts-main.gov.gd,Could not resolve host: acc-mts-main.gov.gd,none
acc-reports.gov.gd,Could not resolve host: acc-reports.gov.gd,none
acc-tax.gov.gd,Could not resolve host: acc-tax.gov.gd,none
acme-cert.gov.gd,Could not resolve host: acme-cert.gov.gd,none
admin.elandregistry.gov.gd,404,none
aml.gov.gd,200,none
amlportal.gov.gd,404,none
api.pay.gov.gd,301,none
archives.gov.gd,521,none
asycuda.customs.gov.gd,SSL certificate problem: certificate has expired,none
asycudaapp.customs.gov.gd,SSL certificate problem: certificate has expired,none
audit.gov.gd,200,0 audit-gov-gd.mail.protection.outlook.com.
autodiscover.cannabiscommission.gov.gd,SSL: no alternative certificate subject name matches target hostname 'autodiscover.cannabiscommission.gov.gd',none
autodiscover.cardtp.gov.gd,400,none
autodiscover.cbi.gov.gd,SSL: no alternative certificate subject name matches target hostname 'autodiscover.cbi.gov.gd',none
autodiscover.cd.gov.gd,400,none
autodiscover.csirt.gov.gd,400,none
autodiscover.gazettes.gov.gd,400,none
autodiscover.laws.gov.gd,400,none
backoffice.gov.gd,Could not resolve host: backoffice.gov.gd,none
backoffice.psc.gov.gd,405,none
backoffice.publiclibrary.gov.gd,405,none
cabinet.gov.gd,Could not resolve host: cabinet.gov.gd,none
cannabiscommission.gov.gd,200,none
cardtp.gov.gd,200,none
cbi.gov.gd,301,10 cbi.gov.gd.; 0 mail.cbi.gov.gd.
cbs.grenada.gov.gd,Could not resolve host: cbs.grenada.gov.gd,none
cbsgrenada.gov.gd,Could not resolve host: cbsgrenada.gov.gd,none
cd.gov.gd,200,none
chat.gov.gd,Could not resolve host: chat.gov.gd,none
cis.gov.gd,Could not resolve host: cis.gov.gd,none
climatefinance.gov.gd,520,none
climateresilience.gov.gd,200,none
cors.gov.gd,Operation timed out after 3001 milliseconds with 0 bytes received,none
covid19.gov.gd,SSL: no alternative certificate subject name matches target hostname 'covid19.gov.gd',none
covidpass.gov.gd,Operation timed out after 3001 milliseconds with 0 bytes received,none
cpanel.cannabiscommission.gov.gd,Could not resolve host: cpanel.cannabiscommission.gov.gd,none
cpanel.cardtp.gov.gd,Could not resolve host: cpanel.cardtp.gov.gd,none
cpanel.cbi.gov.gd,200,none
cpanel.cd.gov.gd,Could not resolve host: cpanel.cd.gov.gd,none
