field,text
country_name,"Cooperative Republic of Guyana"
government_type,"parliamentary republic"
capital,"Georgetown"
chief_of_state,"President Mohammed Irfaan ALI (since 2 August 2020)"
head_of_government,"President Mohammed Irfaan ALI (since 2 August 2020)"
judicial_highest_courts,"Supreme Court of Judicature (consists of the Court of Appeal with a chief justice and 3 justices, and the High Court with a chief justice and 10 justices organized into 3- or 5-judge panels); Caribbean Court of Justice is the final court of appeal in civil and criminal cases"
constitution_history,"several previous; latest promulgated 6 October 1980"
