field,text
country_name,"Islamic Republic of Afghanistan (prior to 15 August 2021); current country name disputed"
government_type,"theocratic; the United States does not recognize the Taliban Government"
capital,"Kabul"
chief_of_state,"Taliban Leader HAYBATULLAH Akhundzada (since 15 August 2021)"
head_of_government,"overall Taliban Leader HAYBATULLAH Akhundzada is the [so-called] Amir-ul Momineen of the Taliban and is effectively the head of government"
judicial_highest_courts,"the Taliban are purported to have appointed clerics, including a ""Chief Justice,"" to Afghanistan's Supreme Court"
constitution_history,"several previous; latest ratified in 2004, but not currently enforced by the Taliban"
