subdomain,http_status,mx
1guf645oyuv.caixa.gov.br,Could not resolve host: 1guf645oyuv.caixa.gov.br,none
6fwt845pjtu-bmc.caixa.gov.br,Could not resolve host: 6fwt845pjtu-bmc.caixa.gov.br,none
aatrh.ima.sp.gov.br,Could not resolve host: aatrh.ima.sp.gov.br,none
ac.rs.gov.br,302,none
acervomultimidia.inca.gov.br,Could not resolve host: acervomultimidia.inca.gov.br,none
acesso.eletrobras.gov.br,Could not resolve host: acesso.eletrobras.gov.br,none
acesso.itaipu.gov.br,SSL certificate problem: unable to get local issuer certificate,none
acesso.receita.fazenda.gov.br,Could not resolve host: acesso.receita.fazenda.gov.br,none
acesso.sefaz.mt.gov.br,Recv failure: Connexion ré-initialisée par le correspondant,none
acesso.serpro.gov.br,Connection timed out after 3000 milliseconds,none
acessoexterno.cmb.gov.br,Connection timed out after 3000 milliseconds,none
acessos.planejamento.gov.br,Could not resolve host: acessos.planejamento.gov.br,none
acessoseguro.tcu.gov.br,Connection timed out after 3001 milliseconds,none
acessovpn.mme.gov.br,Connection timed out after 3000 milliseconds,none
acoesdareceita.receita.fazenda.gov.br,Could not resolve host: acoesdareceita.receita.fazenda.gov.br,none
acoesonline.caixa.gov.br,403,none
acprodest.es.gov.br,Could not resolve host: acprodest.es.gov.br,none
acraiz.icpbrasil.gov.br,SSL certificate problem: unable to get local issuer certificate,none
acsat.fazenda.sp.gov.br,Failed to connect to acsat.fazenda.sp.gov.br port 443 after 414 ms: Could not connect to server,none
act.serpro.gov.br,Connection timed out after 3000 milliseconds,none
acta.inpa.gov.br,200,none
ad.inca.gov.br,404,none
admin.proderj.rj.gov.br,Could not resolve host: admin.proderj.rj.gov.br,none
admlync.defensoria.sp.gov.br,Could not resolve host: admlync.defensoria.sp.gov.br,none
admportalsncr.serpro.gov.br,Could not resolve host: admportalsncr.serpro.gov.br,none
adv.defensoria.sp.gov.br,SSL certificate problem: unable to get local issuer certificate,none
agencianet.fazenda.df.gov.br,403,none
agencias.aneel.gov.br,Connection timed out after 3001 milliseconds,none
agenda.dnit.gov.br,Could not resolve host: agenda.dnit.gov.br,none
agenda.planejamento.gov.br,Could not resolve host: agenda.planejamento.gov.br,none
agenda.rs.gov.br,Recv failure: Connexion ré-initialisée par le correspondant,none
agenteuab.capes.gov.br,Could not resolve host: agenteuab.capes.gov.br,none
agf.campinas.sp.gov.br,Connection timed out after 3000 milliseconds,none
agricultura.gov.br,200,10 cluster1.us.messagelabs.com.
agu.gov.br,302,none
ajsm.campinas.sp.gov.br,Could not resolve host: ajsm.campinas.sp.gov.br,none
al.rs.gov.br,Could not resolve host: al.rs.gov.br,0 al-rs-gov-br.mail.protection.outlook.com.
al.sp.gov.br,Could not resolve host: al.sp.gov.br,none
alcadadigital.caixa.gov.br,Could not resolve host: alcadadigital.caixa.gov.br,none
alexania.go.gov.br,HTTP/2 stream 1 was not closed cleanly: PROTOCOL_ERROR (err 1),none
alvarenga.mg.gov.br,302,0 mia1-load.portalfacil.com.br.
ana.gov.br,302,none
analisador.tcm.ba.gov.br,Connection timed out after 3002 milliseconds,none
ancoraweb.receita.fazenda.gov.br,200,none
aneel.gov.br,403,none
anteriores.rais.gov.br,Could not resolve host: anteriores.rais.gov.br,none
anywhere.eletrobras.gov.br,Could not resolve host: anywhere.eletrobras.gov.br,none
apbahia.ba.gov.br,Could not resolve host: apbahia.ba.gov.br,none
apl.sefaz.es.gov.br,Connection timed out after 3001 milliseconds,none
apl03.sefaz.al.gov.br,Failed to connect to apl03.sefaz.al.gov.br port 443 after 1280 ms: Could not connect to server,none
apl1.lencoispaulista.sp.gov.br,Could not resolve host: apl1.lencoispaulista.sp.gov.br,none
apl2.lencoispaulista.sp.gov.br,200,none
aplicacao.administracao.go.gov.br,Could not resolve host: aplicacao.administracao.go.gov.br,none
aplicacao.mp.mg.gov.br,Resolving timed out after 3000 milliseconds,dig error
aplicacoesexpresso.serpro.gov.br,Could not resolve host: aplicacoesexpresso.serpro.gov.br,none
aplicativos.eletrosul.gov.br,Resolving timed out after 3000 milliseconds,none
aplicativos.emplasa.sp.gov.br,Could not resolve host: aplicativos.emplasa.sp.gov.br,none
aplicativos.pgr.mpf.gov.br,Resolving timed out after 3000 milliseconds,dig error
aplicativos.tcu.gov.br,Connection timed out after 3001 milliseconds,none
apollo.portal.tre-rs.gov.br,SSL: no alternative certificate subject name matches target hostname 'apollo.portal.tre-rs.gov.br',none
app.anp.gov.br,Could not resolve host: app.anp.gov.br,none
app.cgu.gov.br,Could not resolve host: app.cgu.gov.br,none
app.informs.conder.ba.gov.br,Resolving timed out after 3000 milliseconds,none
app.sefa.pa.gov.br,Connection timed out after 3001 milliseconds,none
app.sefaz.es.gov.br,Connection timed out after 3000 milliseconds,none
app.sefaz.go.gov.br,Could not resolve host: app.sefaz.go.gov.br,none
app2.anp.gov.br,Could not resolve host: app2.anp.gov.br,none
app2.cgu.gov.br,Could not resolve host: app2.cgu.gov.br,none
appintranet.cptm.sp.gov.br,401,none
appnfc.sefa.pa.gov.br,Connection timed out after 3000 milliseconds,none
appo.campinas.sp.gov.br,Connection timed out after 3002 milliseconds,none
apps.sulgas.rs.gov.br,Connection timed out after 3000 milliseconds,none
appweb.antt.gov.br,Could not resolve host: appweb.antt.gov.br,none
appweb.mp.sp.gov.br,Resolving timed out after 3000 milliseconds,none
appweb1.antt.gov.br,200,none
aquisicoes.sad.mt.gov.br,Could not resolve host: aquisicoes.sad.mt.gov.br,none
ar.serpro.gov.br,Could not resolve host: ar.serpro.gov.br,none
arapora.mg.gov.br,Could not resolve host: arapora.mg.gov.br,none
arearestrita.tce.rn.gov.br,Could not resolve host: arearestrita.tce.rn.gov.br,none
ares.unasus.gov.br,302,none
arevirtualws.sefaz.pe.gov.br,SSL certificate problem: unable to get local issuer certificate,none
arinternet.pr.gov.br,Could not resolve host: arinternet.pr.gov.br,none
arouca.unasus.gov.br,302,none
aroucad.unasus.gov.br,Connection timed out after 3000 milliseconds,none
arquimedes.mp.se.gov.br,Could not resolve host: arquimedes.mp.se.gov.br,none
arsesp.sp.gov.br,Could not resolve host: arsesp.sp.gov.br,none
ascad.receita.fazenda.gov.br,Could not resolve host: ascad.receita.fazenda.gov.br,none
assinatura.caixa.gov.br,Could not resolve host: assinatura.caixa.gov.br,none
asspa.pgr.mpf.gov.br,Resolving timed out after 3001 milliseconds,none
astato.defesa.gov.br,Could not resolve host: astato.defesa.gov.br,none
atendimento.es.gov.br,Could not resolve host: atendimento.es.gov.br,none
audesp.tce.sp.gov.br,Connection timed out after 3002 milliseconds,none
audin.tce.pe.gov.br,Could not resolve host: audin.tce.pe.gov.br,none
aus.serpro.gov.br,Could not resolve host: aus.serpro.gov.br,none
autentica.alesc.sc.gov.br,Could not resolve host: autentica.alesc.sc.gov.br,none
autodiscover.bdmg.mg.gov.br,Failed to connect to autodiscover.bdmg.mg.gov.br port 443 after 275 ms: Could not connect to server,none
