hostname,score,sources,label,level
alingsastingsratt.domstol.se,4,wikidata,Alingsås tingsrätt,local
angermanlandstingsratt.domstol.se,4,wikidata,Ångermanland District Court,local
attundatingsratt.domstol.se,4,wikidata,Attunda District Court,local
blekingetingsratt.domstol.se,4,wikidata,Blekinge District Court,local
eksjotingsratt.domstol.se,4,wikidata,Eksjö District Court,local
eskilstunatingsratt.domstol.se,4,wikidata,Eskilstuna District Court,local
falutingsratt.domstol.se,4,wikidata,Falun District Court,local
gallivaretingsratt.domstol.se,4,wikidata,Q10512316,local
gavletingsratt.domstol.se,4,wikidata,Gävle District Court,local
goteborgstingsratt.domstol.se,4,wikidata,Göteborgs tingsrätt,local
gotlandstingsratt.domstol.se,4,wikidata,Gotland District Court,local
halmstadstingsratt.domstol.se,4,wikidata,Halmstads tingsrätt,local
haparandatingsratt.domstol.se,4,wikidata,Haparanda District Court,local
hassleholmstingsratt.domstol.se,4,wikidata,Hässleholm District Court,local
helsingborgstingsratt.domstol.se,4,wikidata,Helsingborgs tingsrätt,local
higab.se,4,wikidata,Higab,local
hudiksvallstingsratt.domstol.se,4,wikidata,Hälsingland District Court,local
jonkopingstingsratt.domstol.se,4,wikidata,Jönköping District Court,local
kalmartingsratt.domstol.se,4,wikidata,Kalmar District Court,local
kristianstadstingsratt.domstol.se,4,wikidata,Q18291386,local
linkopingstingsratt.domstol.se,4,wikidata,Linköping District Court,local
luleatingsratt.domstol.se,4,wikidata,Luleå District Court,local
lundstingsratt.domstol.se,4,wikidata,Lund District Court,local
lyckseletingsratt.domstol.se,4,wikidata,Lycksele District Court,local
moratingsratt.domstol.se,4,wikidata,Mora District Court,local
nackatingsratt.domstol.se,4,wikidata,Nacka District Court,local
norrkopingstingsratt.domstol.se,4,wikidata,Norrköping District Court,local
norrtaljetingsratt.domstol.se,4,wikidata,Norrtälje District Court,local
nykopingstingsratt.domstol.se,4,wikidata,Nyköping District Court,local
ostersundstingsratt.domstol.se,4,wikidata,Östersund District Court,local
skaraborgstingsratt.domstol.se,4,wikidata,Skaraborg District Court,local
skellefteatingsratt.domstol.se,4,wikidata,Skellefteå District Court,local
sodertaljetingsratt.domstol.se,4,wikidata,Södertälje District Court,local
sodertornstingsratt.domstol.se,4,wikidata,Södertörn District Court,local
solnatingsratt.domstol.se,4,wikidata,Solna District Court,local
sundsvallstingsratt.se,4,wikidata,Sundsvall District Court,local
uddevallatingsratt.domstol.se,4,wikidata,Uddevalla district court,local
umeatingsratt.domstol.se,4,wikidata,Umeå District Court,local
uppsalatingsratt.domstol.se,4,wikidata,Uppsala District Court,local
vanersborgstingsratt.domstol.se,4,wikidata,Vänersborg District Court,local
varbergstingsratt.domstol.se,4,wikidata,Varberg District Court,local
varmlandstingsratt.domstol.se,4,wikidata,Värmland District Court,local
vastmanlandstingsratt.domstol.se,4,wikidata,Västmanland District Court,local
vaxjotingsratt.domstol.se,4,wikidata,Växjö District Court,local
ystadstingsratt.domstol.se,4,wikidata,Ystad District Court,local
ecdc.europa.eu,3,wikidata,European Centre for Disease Prevention and Control,local
fou.nu,3,wikidata,Regional Research Council in Uppsala-Örebro Region,local
start.stockholm,3,wikidata,Stockholm City Council,local
