field,text
national_portal,"http://www.fbihvlada.gov.ba"
egdi_rank,"Rank 107 of 193"
source_url,"https://publicadministration.un.org/egovkb/en-us/Data/Country-Information/id/22-Bosnia-and-Herzegovina"
