field,text
country_name,"Republic of Iraq"
government_type,"federal parliamentary republic"
capital,"Baghdad"
chief_of_state,"President Latif RASHID (since 13 October 2022)"
head_of_government,"Prime Minister Mohammed Shia al-SUDANI (since 27 October 2022)"
judicial_highest_courts,"Federal Supreme Court or FSC (consists of 9 judges); Court of Cassation (consists of a court president, 5 vice presidents, and at least 24 judges)"
constitution_history,"several previous; latest adopted by referendum 15 October 2005"
