subdomain,mx
1.gov.jo,none
4thamfhud.gov.jo,none
5724155.naour.gov.jo,none
ab.gov.jo,5 mx02.govmail.gov.jo.; 5 mx01.govmail.gov.jo.
abukraikbatteries.naour.gov.jo,none
acc.gov.jo,5 mx02.govmail.gov.jo.; 5 mx01.govmail.gov.jo.
adapt2climate.gov.jo,none
adfs.cbj.gov.jo,none
admin.cbj.gov.jo,none
admin.etax.istd.gov.jo,none
admin.gid.gov.jo,none
admin.kahraba.gov.jo,none
admin.mosd.gov.jo,none
agribase.moa.gov.jo,none
ai.gov.jo,none
ajloun2013.culture.gov.jo,none
al-mirad.gov.jo,none
aljeeza.gov.jo,10 dedi8785.your-server.de.
alkutba.gov.jo,none
alpha-jo.naour.gov.jo,none
alphaplus.ofdc.gov.jo,none
amatpa.naour.gov.jo,none
amlu.gov.jo,10 mail1.amlu.gov.jo.; 20 mail2.amlu.gov.jo.
ammancity.gov.jo,5 mx01.govmail.gov.jo.; 5 mx02.govmail.gov.jo.
ammancitygis.gov.jo,10 mail.go.com.jo.
api-gateway.g2b.gsb.gov.jo,none
api-gateway.g2b.stg.gsb.gov.jo,none
api-gateway.g2g.gsb.gov.jo,none
api-gateway.stg.gsb.gov.jo,none
api.dataquality.gov.jo,none
app-api.mfa.gov.jo,none
app.bader.gov.jo,none
app.moh.gov.jo,none
app.sanad.gov.jo,none
app1.moh.gov.jo,none
app2.moh.gov.jo,none
apps.moe.gov.jo,none
archive.csb.gov.jo,none
archive.nl.gov.jo,none
ata.ssc.gov.jo,none
attendance.modee.gov.jo,none
au.gov.jo,5 mx02.govmail.gov.jo.; 5 mx01.govmail.gov.jo.
audit-bureau.gov.jo,none
autodescover.psd.gov.jo,none
autodiscover.4thamfhud.gov.jo,none
autodiscover.aljeeza.gov.jo,none
autodiscover.dairabisaeed.gov.jo,none
autodiscover.gid.gov.jo,none
autodiscover.goj.gov.jo,none
autodiscover.gov.jo,none
autodiscover.irbid.gov.jo,none
autodiscover.jcsccshop.gov.jo,none
autodiscover.jrms.gov.jo,none
autodiscover.mwi.gov.jo,none
autodiscover.pdtra.gov.jo,none
autodiscover.polm.gov.jo,none
autodiscover.psd.gov.jo,none
autodiscover.ssc.gov.jo,none
awqaf.gov.jo,5 mx01.govmail.gov.jo.; 5 mx02.govmail.gov.jo.
aysarlocation.naour.gov.jo,none
backend.raqeb.gov.jo,none
backend.raqib.gov.jo,none
bader.gov.jo,none
