field,text
country_name,"Republic of Benin"
government_type,"presidential republic"
capital,"Porto-Novo (constitutional capital); Cotonou (seat of government)"
chief_of_state,"President Patrice TALON (since 6 April 2016)"
head_of_government,"President Patrice TALON (since 6 April 2016)"
judicial_highest_courts,"Supreme Court or Cour Supreme (consists of the chief justice and 16 justices organized into an administrative division, judicial chamber, and chamber of accounts); Constitutional Court or Cour Constitutionnelle (consists of 7 members, including the court president); High Court of Justice (consists of the Constitutional Court members, 6 members appointed by the National Assembly, and the Supreme Court president) "
constitution_history,"previous 1946, 1958 (pre-independence); latest adopted by referendum 2 December 1990, promulgated 11 December 1990"
