field,text
country_name,"Republic of Mozambique"
government_type,"presidential republic"
capital,"Maputo"
chief_of_state,"President Daniel Francisco CHAPO (since 15 January 2025)"
head_of_government,"Prime Minister Maria Benvinda Delfina LEVI (since 17 January 2025)"
judicial_highest_courts,"Supreme Court (consists of the court president, vice president, and 5 judges); Constitutional Council (consists of 7 judges)"
constitution_history,"previous 1975, 1990; latest adopted 16 November 2004, effective 21 December 2004"
