subdomain,http_status,mx
akta-avalik-prod.rp.vm.ee,200,
akta-avalik-test.rp.vm.ee,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
akta-avalik-test.vm.ee,ConnectException > UnresolvedAddressException,
akta-avalik.vm.ee,200,
astana.vm.ee,ConnectException > UnresolvedAddressException,
blog.vm.ee,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
blogid-test.rp.vm.ee,ConnectException > UnresolvedAddressException,
blogid.rp.vm.ee,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
broneering-test.rp.vm.ee,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
bsy.vm.ee,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
canberra.vm.ee,ConnectException > UnresolvedAddressException,
dip-kon-prod.rp.vm.ee,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
dip-kon-test.vm.ee,ConnectException > UnresolvedAddressException,
dok-register.vm.ee,200,
eelviisataotlus.vm.ee,200,
ev-dev.rp.vm.ee,ConnectException > UnresolvedAddressException,
ev-dev.vm.ee,ConnectException > UnresolvedAddressException,
ev-test.vm.ee,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
genf.vm.ee,ConnectException > UnresolvedAddressException,
gondorikroonika.vm.ee,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
helsinki.vm.ee,ConnectException > UnresolvedAddressException,
honoraryconsuls.vm.ee,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
jupiter.vm.ee,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
kairo.vm.ee,ConnectException > UnresolvedAddressException,
kutsed-test.vm.ee,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
kutsed-test2.vm.ee,ConnectException > UnresolvedAddressException,
kutsed.vm.ee,200,
ladu.vm.ee,SSLHandshakeException: Remote host terminated the handshake,
newdelhi.vm.ee,ConnectException > UnresolvedAddressException,
oecd.vm.ee,ConnectException > UnresolvedAddressException,
oman.vm.ee,ConnectException > UnresolvedAddressException,
opendata.vm.ee,403,
peaveeb-live.vm.ee,ConnectException > UnresolvedAddressException,
peaveeb-test.rp.vm.ee,ConnectException > UnresolvedAddressException,
peaveeb-test.vm.ee,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
peking.vm.ee,ConnectException > UnresolvedAddressException,
phplist-test.rp.vm.ee,ConnectException > UnresolvedAddressException,
rakendused.vm.ee,ConnectException > UnresolvedAddressException,
reisitargalt-backup.vm.ee,ConnectException > UnresolvedAddressException,
reisitargalt-live.vm.ee,ConnectException > UnresolvedAddressException,
reisitargalt-livetest.vm.ee,ConnectException > UnresolvedAddressException,
reisitargalt-play.vm.ee,ConnectException > UnresolvedAddressException,
reisitargalt-test.vm.ee,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
reisitargalt.vm.ee,200,
saatkonnad-test.rp.vm.ee,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
secure.vm.ee,ConnectException > UnresolvedAddressException,
shanghai.vm.ee,ConnectException > UnresolvedAddressException,
stratkom.vm.ee,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
stratlink.vm.ee,200,
sydney.vm.ee,ConnectException > UnresolvedAddressException,
tbilisi.vm.ee,ConnectException > UnresolvedAddressException,
telaviv.vm.ee,ConnectException > UnresolvedAddressException,
vm.ee,200,10 jupiter.vm.ee.; 30 juno.vm.ee.
www-arendus.vm.ee,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
www.astana.vm.ee,ConnectException > UnresolvedAddressException,
www.blog.vm.ee,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
www.bsy.vm.ee,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
www.canberra.vm.ee,ConnectException > UnresolvedAddressException,
www.genf.vm.ee,ConnectException > UnresolvedAddressException,
www.helsinki.vm.ee,ConnectException > UnresolvedAddressException,
www.honoraryconsuls.vm.ee,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
www.kairo.vm.ee,ConnectException > UnresolvedAddressException,
www.newdelhi.vm.ee,ConnectException > UnresolvedAddressException,
www.oecd.vm.ee,ConnectException > UnresolvedAddressException,
www.oman.vm.ee,ConnectException > UnresolvedAddressException,
www.peking.vm.ee,ConnectException > UnresolvedAddressException,
www.shanghai.vm.ee,ConnectException > UnresolvedAddressException,
www.sydney.vm.ee,ConnectException > UnresolvedAddressException,
www.tbilisi.vm.ee,ConnectException > UnresolvedAddressException,
www.telaviv.vm.ee,ConnectException > UnresolvedAddressException,
www.vm.ee,200,
