subdomain,http_status,mx
acc.envir.ee,ConnectException > UnresolvedAddressException,
accid.envir.ee,ConnectException > UnresolvedAddressException,
adr.envir.ee,405,
artifactory.envir.ee,ConnectException > UnresolvedAddressException,
authprelive.envir.ee,403,
autodiscover.envir.ee,302,
dh2.envir.ee,ConnectException > UnresolvedAddressException,
ekm.envir.ee,ConnectException > UnresolvedAddressException,
elmegs.envir.ee,302,
envir.ee,302,5 mx5.envir.ee.; 5 mx4.envir.ee.
estmodel.envir.ee,200,
filer.envir.ee,ConnectException > UnresolvedAddressException,
gwq.envir.ee,ConnectException > UnresolvedAddressException,
gwqm.envir.ee,ConnectException > UnresolvedAddressException,
hoiatusedgs.envir.ee,302,
ilmradargs.envir.ee,302,
ilmtiles.envir.ee,200,
intra.envir.ee,ConnectException > UnresolvedAddressException,
isetk.eelis2ngtest.envir.ee,IOException: Received RST_STREAM: Processing capacity exceeded,
itabi.envir.ee,ConnectException > UnresolvedAddressException,
jaakaart.envir.ee,200,
jaatmehaldus.envir.ee,200,
jaavaatlus.envir.ee,200,
kala.envir.ee,ConnectException > UnresolvedAddressException,
kalaestid.envir.ee,ConnectException > UnresolvedAddressException,
kaurteenused.envir.ee,403,
kemitprelive.envir.ee,IOException: Received RST_STREAM: Processing capacity exceeded,
kese.envir.ee,200,
keskkonnaportaalprelive.envir.ee,520,
khgregister.envir.ee,ConnectException > UnresolvedAddressException,
khgregistersec.envir.ee,ConnectException > UnresolvedAddressException,
kirke.envir.ee,ConnectException > UnresolvedAddressException,
klis.envir.ee,ConnectException > UnresolvedAddressException,
klis2.envir.ee,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
koodihoidlaprelive.envir.ee,SSLHandshakeException: (handshake_failure) Received fatal alert: handshake_failure,
kotkas.envir.ee,200,
kotkaskoolitus.envir.ee,403,
kratt.envir.ee,200,
kytus.envir.ee,200,
lennuilm2022.envir.ee,200,
list.envir.ee,302,
lyncdiscover.envir.ee,ConnectException > UnresolvedAddressException,
mail.envir.ee,302,
meet.envir.ee,ConnectException > UnresolvedAddressException,
mo.envir.ee,ConnectException > UnresolvedAddressException,
mobk-api-prelive.envir.ee,520,
mobk-prelive.envir.ee,520,
mobk.envir.ee,IOException: Received RST_STREAM: Processing capacity exceeded,
motest.envir.ee,ConnectException > UnresolvedAddressException,
ojs.envir.ee,301,
ojsdev.envir.ee,520,
ojstest.envir.ee,520,
pakis.envir.ee,301,
pakistest.envir.ee,520,
pistrik.envir.ee,403,
pistrikdev.envir.ee,520,
pistrikkoolitus.envir.ee,303,
pistriktest.envir.ee,503,
post.envir.ee,ConnectException > UnresolvedAddressException,
proto.envir.ee,301,
prototest.envir.ee,520,
qwg.envir.ee,ConnectException > UnresolvedAddressException,
rancher.artifactory.envir.ee,ConnectException > UnresolvedAddressException,
ringmajandustest.envir.ee,ConnectException > UnresolvedAddressException,
sccm1.sise.envir.ee,ConnectException > UnresolvedAddressException,
sip.envir.ee,ConnectException > UnresolvedAddressException,
sise.envir.ee,ConnectException > UnresolvedAddressException,
stat.envir.ee,IOException: Received RST_STREAM: Processing capacity exceeded,
teha-api-prelive.envir.ee,IOException: Received RST_STREAM: Processing capacity exceeded,
teha-web-prelive.envir.ee,IOException: Received RST_STREAM: Processing capacity exceeded,
transit.envir.ee,200,
ttjaetprelive.envir.ee,ConnectException > UnresolvedAddressException,
ttjaettest.envir.ee,ConnectException > UnresolvedAddressException,
tuleohtgs.envir.ee,302,
tvr.envir.ee,503,
vibe.envir.ee,ConnectException > UnresolvedAddressException,
vo.envir.ee,ConnectException > UnresolvedAddressException,
vo2.envir.ee,ConnectException > UnresolvedAddressException,
w3.envir.ee,ConnectException > UnresolvedAddressException,
wmmapi.envir.ee,302,
wmmapiprelive.envir.ee,302,
wmmprelive.envir.ee,200,
www.envir.ee,302,
www.mail.envir.ee,ConnectException > UnresolvedAddressException,
www.mo.envir.ee,ConnectException > UnresolvedAddressException,
www.motest.envir.ee,ConnectException > UnresolvedAddressException,
www.ojs.envir.ee,ConnectException > UnresolvedAddressException,
www.sccm1.sise.envir.ee,ConnectException > UnresolvedAddressException,
www.tpis.envir.ee,ConnectException > UnresolvedAddressException,
wwwtest.envir.ee,ConnectException > UnresolvedAddressException,
wwwtest.life.envir.ee,ConnectException > UnresolvedAddressException,
