field,text
country_name,"Republic of Indonesia"
government_type,"presidential republic"
capital,"Jakarta"
chief_of_state,"President PRABOWO Subianto Djojohadikusumo (since 20 October 2024)"
head_of_government,"President PRABOWO Subianto Djojohadikusumo (since 20 October 2024)"
judicial_highest_courts,"Supreme Court or Mahkamah Agung (51 judges divided into 8 chambers); Constitutional Court or Mahkamah Konstitusi (consists of 9 judges)"
constitution_history,"drafted July to August 1945, effective 18 August 1945, abrogated by 1949 and 1950 constitutions; 1945 constitution restored 5 July 1959"
