subdomain,http_status,mx
123.cgcmc.gov.mz,Could not resolve host: 123.cgcmc.gov.mz,none
academycus.africa.cgcmc.gov.mz,Could not resolve host: academycus.africa.cgcmc.gov.mz,none
academycus.cgcmc.gov.mz,Could not resolve host: academycus.cgcmc.gov.mz,none
access.gov.mz,Failed to connect to access.gov.mz port 443 after 1766 ms: Could not connect to server,none
agricultura.gov.mz,Failed to connect to agricultura.gov.mz port 443 after 824 ms: Could not connect to server,10 mail.agricultura.gov.mz.
agroente.cgcmc.gov.mz,Could not resolve host: agroente.cgcmc.gov.mz,none
aias.gov.mz,SSL certificate problem: certificate has expired,none
anac.gov.mz,301,10 mail.anac.gov.mz.
ane.inage.gov.mz,Could not resolve host: ane.inage.gov.mz,none
ara-centronorte.gov.mz,SSL certificate problem: certificate has expired,0 ara-centronorte.gov.mz.
ara-sul.gov.mz,Operation timed out after 3001 milliseconds with 0 bytes received,20 smtp02.correio.gov.mz.
arazambeze.gov.mz,Could not resolve host: arazambeze.gov.mz,none
at.gov.mz,302,dig error
autodiscover.anac.gov.mz,404,none
autodiscover.arazambeze.gov.mz,Could not resolve host: autodiscover.arazambeze.gov.mz,none
autodiscover.cedsif.gov.mz,302,dig error
autodiscover.cfjj.gov.mz,Could not resolve host: autodiscover.cfjj.gov.mz,none
autodiscover.ciob.gov.mz,Could not resolve host: autodiscover.ciob.gov.mz,none
autodiscover.cmchimoio.gov.mz,Could not resolve host: autodiscover.cmchimoio.gov.mz,none
autodiscover.embamoc-lisboa.gov.mz,Could not resolve host: autodiscover.embamoc-lisboa.gov.mz,none
autodiscover.ffh.gov.mz,Could not resolve host: autodiscover.ffh.gov.mz,none
autodiscover.gccc.gov.mz,Connection timed out after 3001 milliseconds,none
autodiscover.gov.mz,Could not resolve host: autodiscover.gov.mz,none
autodiscover.icm.gov.mz,Could not resolve host: autodiscover.icm.gov.mz,none
autodiscover.inac.gov.mz,Resolving timed out after 3001 milliseconds,none
autodiscover.incm.gov.mz,Failed to connect to autodiscover.incm.gov.mz port 443 after 264 ms: Could not connect to server,none
autodiscover.ined.gov.mz,400,none
autodiscover.inepmc.gov.mz,Could not resolve host: autodiscover.inepmc.gov.mz,none
autodiscover.inp.gov.mz,Could not resolve host: autodiscover.inp.gov.mz,none
autodiscover.investnacala.gov.mz,SSL: no alternative certificate subject name matches target hostname 'autodiscover.investnacala.gov.mz',none
autodiscover.limpopopn.gov.mz,Could not resolve host: autodiscover.limpopopn.gov.mz,none
